time_ps,mlp_epot,mlp_ekin,mlp_etot,mha_epot,mha_ekin,mha_etot,conv_epot,conv_ekin,conv_etot,comb_epot,comb_ekin,comb_etot,MACE_epot,MACE_ekin,MACE_etot
0.235,-8830.609473375263,11.347984759343689,-8819.261488615919,-8830.340906766834,11.57638833448526,-8818.76451843235,-8831.769735483113,14.213794132800025,-8817.555941350312,-8831.709030298176,13.072537918197137,-8818.63649237998,-133105.29863632275,19.02013757640077,-133086.27849874637
0.2355,-8830.615133432331,11.353645995253423,-8819.261487437077,-8830.343918947163,11.579394649803854,-8818.76452429736,-8831.77358689684,14.217643503626391,-8817.555943393212,-8831.712505487385,13.076021754037363,-8818.636483733348,-133105.3134557093,19.034956941287767,-133086.27849876802
0.236,-8830.620754388752,11.359260287980254,-8819.261494100772,-8830.346849588337,11.582328359064572,-8818.764521229272,-8831.777311471882,14.221368490862801,-8817.55594298102,-8831.715907720509,13.079424155187986,-8818.63648356532,-133105.328138184,19.0496393945472,-133086.27849878947
0.2365,-8830.626319078388,11.36482747264856,-8819.26149160574,-8830.349707750263,11.58518926149305,-8818.76451848877,-8831.78090777773,14.224968914273378,-8817.555938863456,-8831.719898370686,13.08274586631979,-8818.637152504365,-133105.3426834676,19.064184656941137,-133086.27849881066
0.237,-8830.631831792774,11.370347409592142,-8819.261484383182,-8830.345448640766,11.587976805363759,-8818.757471835403,-8831.784389642658,14.22844462084026,-8817.555945021819,-8831.7145601787,13.085988545911896,-8818.628571632787,-133105.35709128523,19.078592453612444,-133086.2784988316
0.2375,-8830.63730588335,11.375819982393551,-8819.261485900957,-8830.348157075825,11.590690835302741,-8818.757466240522,-8831.787737993183,14.231795485377214,-8817.555942507806,-8831.717722562733,13.089152068577489,-8818.628570494155,-133105.37136136636,19.09286251403155,-133086.27849885233
0.238,-8830.642739442768,11.38124507807006,-8819.261494364699,-8830.35080066103,11.593331577403756,-8818.757469083626,-8831.790957597676,14.235021356617985,-8817.555936241057,-8831.72081056017,13.092235360239131,-8818.62857519993,-133105.3854934448,19.10699457196161,-133086.27849887285
0.2385,-8830.648116258564,11.386622563871466,-8819.261493694692,-8830.353358415547,11.595898861211715,-8818.757459554336,-8831.792073396626,14.238123901449796,-8817.553949495175,-8831.72380557436,13.095238760042587,-8818.628566814317,-133105.39948725855,19.12098836544714,-133086.2784988931
0.239,-8830.653438714924,11.391952287647609,-8819.261486427276,-8830.35585799593,11.598392495875961,-8818.757465500054,-8831.795051721516,14.24110300530944,-8817.553948716206,-8831.724816945973,13.09816236239901,-8818.626654583573,-133105.41334255,19.134843636822687,-133086.27849891316
0.2395,-8830.658722070637,11.397234124024425,-8819.261487946613,-8830.358751920643,11.600812336370305,-8818.757939584273,-8831.807167676869,14.243956486584496,-8817.563211190283,-8831.727669385853,13.101006469015584,-8818.626662916837,-133105.42705906573,19.148560132747622,-133086.27849893298
0.24,-8830.663957742634,11.402467961048558,-8819.261489781586,-8830.349393991413,11.603156895319577,-8818.746237096093,-8831.809905198994,14.246684284309005,-8817.563220914684,-8831.747034219685,13.103763522053569,-8818.643270697632,-133105.4406365568,19.16213760426964,-133086.27849895254
0.2405,-8830.669141916218,11.407653674368946,-8819.26148824185,-8830.346364644947,11.605426410383444,-8818.740938234563,-8831.812505868855,14.249286636093107,-8817.563219232761,-8831.749717859211,13.106433971005952,-8818.643283888205,-133105.45407477877,19.17557580691691,-133086.27849897186
0.241,-8830.67428269762,11.412791128240908,-8819.26149156938,-8830.348565248432,11.607622102743395,-8818.740943145689,-8831.811735776844,14.251763202954125,-8817.55997257389,-8831.750749734822,13.109024901713525,-8818.641724833107,-133105.46737349173,19.188874500817377,-133086.27849899093
0.2415,-8830.679370550099,11.417880225003241,-8819.261490325096,-8830.351541665974,11.609752818167019,-8818.741788847807,-8831.814090875569,14.254113954345705,-8817.559976921222,-8831.7514077701,13.111537474673554,-8818.639870295427,-133105.48053246053,19.202033450842176,-133086.27849900967
0.242,-8830.684414533558,11.422920856350299,-8819.261493677208,-8830.345483926716,11.611818508585586,-8818.73366541813,-8831.816308168354,14.256339131489927,-8817.559969036864,-8831.742430356922,13.11398079694893,-8818.628449559974,-133105.49355145494,19.21505242676874,-133086.27849902818
0.2425,-8830.689405588093,11.427912867653886,-8819.26149272044,-8830.347479490223,11.61380951062747,-8818.733669979596,-8831.818405298176,14.258438708599478,-8817.559966589577,-8831.744811204853,13.116354562936017,-8818.628456641918,-133105.50643024984,19.227931203457686,-133086.27849904637
0.243,-8830.694346574726,11.432856146817063,-8819.261490427909,-8830.34939780611,11.615725468186458,-8818.733672337925,-8831.820387510243,14.260412686267113,-8817.559974823975,-8831.747096208515,13.11865192083362,-8818.628444287682,-133105.5191686253,19.24066956103615,-133086.27849906427
0.2435,-8830.699241784992,11.437750602432315,-8819.26149118256,-8830.356409219685,11.617567305494127,-8818.73884191419,-8831.822225717488,14.26226108309945,-8817.559964634389,-8831.749314454975,13.120873248978352,-8818.628441205998,-133105.53176636685,19.253267285086054,-133086.27849908176
0.244,-8830.70408311266,11.442596113158956,-8819.261486999501,-8830.358177331867,11.619334877775149,-8818.738842454091,-8831.823956636372,14.263983918056976,-8817.559972718314,-8831.751467851582,13.123018888148124,-8818.628448963434,-133105.5442232658,19.26572416682918,-133086.278499099
0.2445,-8830.708882955494,11.447392558261413,-8819.261490397234,-8830.348533300343,11.621026528145766,-8818.727506772197,-8831.82554927248,14.26558120687826,-8817.559968065601,-8831.751396326008,13.12507994130678,-8818.626316384702,-133105.5565391191,19.278040003298933,-133086.2784991158
0.245,-8830.713625101032,11.45213982524909,-8819.261485275783,-8830.350149301472,11.622642125843885,-8818.727507175628,-8831.827024606648,14.267052993652413,-8817.559971612995,-8831.745247034016,13.127056315196429,-8818.61819071882,-133105.56871372976,19.290214597498146,-133086.27849913226
0.2455,-8830.718328622761,11.456837802583419,-8819.261490820178,-8830.351689008656,11.624182045734072,-8818.727506962921,-8831.828372148457,14.26839935560142,-8817.559972792855,-8831.74640908617,13.128957551288368,-8818.617451534881,-133105.58074690687,19.302247758539153,-133086.27849914832
0.246,-8830.722978738728,11.461486369208252,-8819.26149236952,-8830.359395650807,11.625646224107172,-8818.7337494267,-8831.829592851582,14.269620361308762,-8817.559972490273,-8831.743290571156,13.13078197041947,-8818.612508600736,-133105.59263846578,19.31413930176219,-133086.278499164
0.2465,-8830.727576879444,11.46608541877195,-8819.261491460673,-8830.360793260517,11.627034557779787,-8818.733758702738,-8831.830681947651,14.270716038663242,-8817.559965908988,-8831.745038656178,13.132529936327764,-8818.61250871985,-133105.60438822815,19.325889048832238,-133086.27849917932
0.247,-8830.732120660725,11.47063486469445,-8819.26148579603,-8830.362110284748,11.628346942967037,-8818.733763341781,-8831.831656602802,14.271686457872136,-8817.55997014493,-8831.746198324146,13.13420415189173,-8818.611994172255,-133105.615996022,19.33749682781637,-133086.2784991942
0.2475,-8830.736619142475,11.475134603897015,-8819.261484538578,-8830.358301786366,11.62958344390438,-8818.728718342461,-8831.82796063799,14.272532381254923,-8817.555428256734,-8831.747495321217,13.135805324177545,-8818.611689997038,-133105.62746168193,19.348962473239638,-133086.27849920868
0.248,-8830.741073755207,11.479584521837696,-8819.26148923337,-8830.354212430897,11.630744012115333,-8818.723468418782,-8831.824185518208,14.273263986881425,-8817.550921531327,-8831.749023107472,13.137333794505022,-8818.611689312967,-133105.6387850489,19.360285826118673,-133086.2784992228
0.2485,-8830.745474962177,11.483984514917974,-8819.26149044726,-8830.355298189106,11.631828417938314,-8818.723469771168,-8831.831723360005,14.273881538089976,-8817.557841821914,-8831.740558771076,13.138791600515999,-8818.601767170561,-133105.64996597046,19.37146673397787,-133086.27849923648
0.249,-8830.74982371706,11.488334485477788,-8819.261489231583,-8830.353253988209,11.632837059986713,-8818.720416928223,-8831.832208780232,14.274375103497936,-8817.557833676734,-8831.741948274555,13.140179128771326,-8818.601769145784,-133105.66100430064,19.38250505085317,-133086.27849924978
0.2495,-8830.75412431139,11.49263433943424,-8819.261489971956,-8830.351915983143,11.633769903302488,-8818.71814607984,-8831.832580713215,14.27474403275336,-8817.557836680462,-8831.74326625246,13.141494752578538,-8818.601771499882,-133105.67189989996,19.39340063728286,-133086.27849926267
0.25,-8830.75837626833,11.496883986540036,-8819.26149228179,-8830.352769998493,11.634626377439055,-8818.718143621054,-8831.832823900166,14.274988547273,-8817.557835352893,-8831.757436899128,13.142739263115262,-8818.614697636012,-133105.68265263547,19.404153360286685,-133086.27849927518
0.2505,-8830.762575773182,11.501083326222428,-8819.26149244696,-8830.353541521015,11.635406390787217,-8818.718135130228,-8831.832942155781,14.275108836925927,-8817.557833318855,-8831.75798526186,13.14391296819391,-8818.614072293667,-133105.6932623806,19.414763093337108,-133086.27849928726
0.251,-8830.76672234911,11.505232240357348,-8819.261490108753,-8830.354243425312,11.636109922572565,-8818.71813350274,-8831.832936910572,14.27510502693848,-8817.557831883634,-8831.759100583973,13.145015821325106,-8818.614084762648,-133105.70372901534,19.42522971632488,-133086.27849929902
0.2515,-8830.770818380299,11.509330636141762,-8819.261487744157,-8830.35487475771,11.636736925983296,-8818.718137831727,-8831.832803873005,14.274977296128526,-8817.557826576876,-8831.759848741474,13.146048260287237,-8818.613800481187,-133105.71405242587,19.43555311552076,-133086.27849931034
0.252,-8830.774872449818,11.51337844462313,-8819.261494005195,-8830.355437425556,11.637287366573606,-8818.718150058983,-8831.832562593403,14.27472585713356,-8817.557836736269,-8831.760820535603,13.147010643360238,-8818.613809892242,-133105.72423250484,19.445733183535033,-133086.2784993213
0.2525,-8830.778872636738,11.517375594710446,-8819.261497042027,-8830.357109216633,11.637761527134957,-8818.719347689497,-8831.832186845722,14.274350921187573,-8817.557835924536,-8831.762485174122,13.147903489458319,-8818.614581684664,-133105.73426915117,19.45576981927617,-133086.2784993319
0.253,-8830.78281703371,11.521321970647147,-8819.261495063063,-8830.332620767536,11.638159314853667,-8818.694461452682,-8831.8316937961,14.273852703928322,-8817.557841092172,-8831.763311532917,13.148727168287742,-8818.61458436463,-133105.74416227,19.465662927909932,-133086.2784993421
0.2535,-8830.786707071247,11.525217460263308,-8819.261489610984,-8830.330336717549,11.638480037096556,-8818.691856680452,-8831.830876497212,14.27323022449431,-8817.557646272717,-8831.76971068758,13.149478725344593,-8818.620231962235,-133105.75391177277,19.475412420819957,-133086.27849935196
0.254,-8830.790556577625,11.529061983723444,-8819.261494593902,-8830.330577043476,11.638723746622459,-8818.691853296854,-8831.830127862873,14.272483722213488,-8817.55764414066,-8831.770393995228,13.150158559871823,-8818.620235435355,-133105.76351757703,19.485018215570165,-133086.27849936145
0.2545,-8830.79434457201,11.53285547307081,-8819.261489098939,-8830.334586290302,11.638890131215167,-8818.695696159088,-8831.829257158222,14.271614631760798,-8817.55764252646,-8831.772814420643,13.150770409809816,-8818.622044010834,-133105.77297960644,19.49448023586894,-133086.27849937056
0.255,-8830.798083452168,11.536597846134,-8819.261485606034,-8830.334685949269,11.638979185970795,-8818.695706763297,-8831.82826915163,14.270623232944823,-8817.557645918685,-8831.77335181612,13.151314658091152,-8818.62203715803,-133105.7822977909,19.5037984115336,-133086.27849937935
0.2555,-8830.801778463307,11.540288999989366,-8819.261489463317,-8830.334686426106,11.63899165285121,-8818.695694773254,-8831.827145246449,14.269509785640494,-8817.557635460807,-8831.773836282673,13.151791545241112,-8818.622044737433,-133105.79147206622,19.51297267846196,-133086.27849938776
0.256,-8830.805423406544,11.543928854156771,-8819.261494552387,-8830.334623960438,11.638927559478258,-8818.69569640096,-8831.82370868105,14.268274876477957,-8817.555433804571,-8831.774240640583,13.152201452895351,-8818.622039187689,-133105.80050237445,19.52200297861155,-133086.27849939585
0.2565,-8830.80900493044,11.547517326770002,-8819.26148760367,-8830.3359490909,11.638787209358934,-8818.697161881542,-8831.822351602497,14.266918807967059,-8817.55543279453,-8831.774589685383,13.152544793583157,-8818.6220448918,-133105.8093886635,19.530889259980253,-133086.27849940353
0.257,-8830.81254687685,11.551054342369433,-8819.26149253448,-8830.335725454273,11.638570638435818,-8818.697154815838,-8831.820873407307,14.265441533449643,-8817.555431873858,-8831.77487197298,13.152821955757311,-8818.622050017224,-133105.8181308875,19.539631476591786,-133086.2784994109
0.2575,-8830.816027311268,11.55453984075018,-8819.261487470518,-8830.33544745821,11.638277599214145,-8818.697169858997,-8831.819269327107,14.263843299729363,-8817.555426027377,-8831.77507844347,13.15303331258103,-8818.62204513089,-133105.8267290064,19.548229588486222,-133086.2784994179
0.258,-8830.819461015644,11.557973733562392,-8819.261487282081,-8830.3350597896,11.63790812425437,-8818.697151665347,-8831.817559389057,14.262124406849278,-8817.555434982209,-8831.7752276935,13.15317925938315,-8818.622048434117,-133105.83518298628,19.5566835617159,-133086.27849942457
0.2585,-8830.822846559468,11.561355939751586,-8819.261490619716,-8830.3298985042,11.637462205017066,-8818.692436299183,-8831.815714029255,14.26028518581449,-8817.555428843441,-8831.775347856465,13.153259494462855,-8818.622088362003,-133105.84349279923,19.56499336834804,-133086.2784994309
0.259,-8830.826175359669,11.564686382001131,-8819.261488977667,-8830.329383996906,11.636939930339533,-8818.692444066566,-8831.81375852007,14.258325960497416,-8817.555432559571,-8831.781453279438,13.153274390388344,-8818.62817888905,-133105.85165842331,19.57315898647444,-133086.27849943683
0.2595,-8830.829458383503,11.567964996474402,-8819.261493387028,-8830.322908548298,11.636341579354113,-8818.686566968943,-8831.811678079548,14.256247048087658,-8817.55543103146,-8831.781401304188,13.153225028783066,-8818.628176275404,-133105.8596798427,19.581180400228334,-133086.27849944247
0.26,-8830.832683233204,11.571191718789603,-8819.261491514415,-8830.313215402546,11.63566734724594,-8818.6775480553,-8831.809475568714,14.254048757205783,-8817.555426811508,-8831.7837921657,13.15311087070883,-8818.63068129499,-133105.86755704755,19.58905759980874,-133086.27849944774
0.2605,-8830.83586039919,11.574366453018527,-8819.261493946171,-8830.312457708302,11.634917140297315,-8818.677540568004,-8831.807154802265,14.251731446857573,-8817.555423355408,-8831.784269479695,13.152932349092666,-8818.631337130602,-133105.87529003416,19.596790581512828,-133086.27849945266
0.261,-8830.838977006855,11.577489160661624,-8819.261487846194,-8830.311636594715,11.634090910726005,-8818.67754568399,-8831.804725793781,14.249295459362889,-8817.555430334418,-8831.792550233784,13.152685874655706,-8818.639864359127,-133105.88287880496,19.604379347776906,-133086.27849945717
0.2615,-8830.842044977131,11.580559764326235,-8819.261485212804,-8830.310732034626,11.633188762460286,-8818.677543272166,-8831.80217376131,14.246741175743082,-8817.555432585568,-8831.792236474934,13.15237181843543,-8818.639864656498,-133105.8903233686,19.61182390722524,-133086.27849946136
0.262,-8830.845064786854,11.583578178650503,-8819.261486608204,-8830.307814744892,11.632210805364894,-8818.675603939528,-8831.799501565876,14.24406895553281,-8817.555432610343,-8831.791865495625,13.151995523128456,-8818.639869972496,-133105.8976237399,19.619124274727795,-133086.27849946517
0.2625,-8830.848031190815,11.58654435874639,-8819.261486832069,-8830.306763795796,11.631157172326205,-8818.67560662347,-8831.79669871706,14.24127914804166,-8817.555419569018,-8831.790354875508,13.151557325485523,-8818.638797550022,-133105.9047799401,19.626280471461406,-133086.27849946864
0.263,-8830.850948480549,11.589458253116149,-8819.261490227433,-8830.305637983265,11.630027935181872,-8818.675610048083,-8831.793805746021,14.238372172452127,-8817.555433573569,-8831.78984942812,13.151057635914057,-8818.638791792206,-133105.91179199665,19.63329252496504,-133086.2784994717
0.2635,-8830.853813318196,11.592319776878384,-8819.261493541317,-8830.304433015766,11.628823228258739,-8818.675609787508,-8831.790778306904,14.235348392533867,-8817.55542991437,-8831.808286336842,13.150495136678288,-8818.657791200163,-133105.9186599436,19.640160469216546,-133086.27849947437
0.264,-8830.856619504872,11.595128845088666,-8819.261490659783,-8830.300073770466,11.627543248123402,-8818.672530522343,-8831.78764119524,14.232208173396677,-8817.555433021844,-8831.81223979372,13.14986847694369,-8818.662371316777,-133105.9253838214,19.64688434472608,-133086.27849947667
0.2645,-8830.859373716297,11.597885444144737,-8819.261488272152,-8830.298716215077,11.62618814785395,-8818.672528067224,-8831.784385351124,14.228951960347217,-8817.555433390777,-8831.811938909474,13.149179954085898,-8818.662758955388,-133105.93196367717,19.65346419862539,-133086.27849947853
0.265,-8830.862084058705,11.600589521538264,-8819.261494537166,-8830.297283796253,11.624758005558467,-8818.672525790695,-8831.781004575672,14.225580198767592,-8817.555424376906,-8831.831448701801,13.148457303984008,-8818.682991397818,-133105.9383995648,19.659900084760828,-133086.27849948005
0.2655,-8830.864731935444,11.603240988524979,-8819.26149094692,-8830.295787958088,11.623252942859263,-8818.672535015228,-8831.777526048603,14.222093262706013,-8817.555432785897,-8831.830683378163,13.14770069365232,-8818.68298268451,-133105.9446915449,19.666192063785644,-133086.2784994811
0.266,-8830.867332605305,11.605839804618956,-8819.261492800686,-8830.294193414631,11.621673132077209,-8818.672520282555,-8831.773918775501,14.21849159261643,-8817.555427182884,-8831.829545167866,13.146885320747188,-8818.682659847118,-133105.950839685,19.672340203253203,-133086.27849948176
0.2665,-8830.869883207264,11.608385927818752,-8819.261497279445,-8830.292555478993,11.62001877273554,-8818.672536706257,-8831.7702075519,14.214775658142102,-8817.555431893757,-8831.830305723133,13.146011665030759,-8818.684294058103,-133105.9568440597,19.67834457771127,-133086.27849948197
0.267,-8830.872364667835,11.610879279921166,-8819.261485387915,-8830.290821222248,11.618290057279799,-8818.672531164968,-8831.766373781147,14.210945900236648,-8817.55542788091,-8831.829364446583,13.145079910795873,-8818.684284535788,-133105.96270475056,19.684205268795914,-133086.27849948176
0.2675,-8830.874810842457,11.613319822826883,-8819.26149101963,-8830.284311441364,11.616487004044053,-8818.66782443732,-8831.765969423237,14.207002747765166,-8817.558966675471,-8831.827319292011,13.14408635840108,-8818.68323293361,-133105.96842184642,19.689922365322538,-133086.2784994811
0.268,-8830.877197889271,11.615707509876406,-8819.261490379395,-8830.281225351277,11.614609828291371,-8818.666615522985,-8831.761912015858,14.202946653013994,-8817.558965362843,-8831.826273111286,13.143031414787586,-8818.683241696499,-133105.97399544335,19.695495963372643,-133086.27849948
0.2685,-8830.879522947254,11.618042291092806,-8819.261480656161,-8830.279283670368,11.612658855141172,-8818.666624815227,-8831.757746366444,14.198778161540602,-8817.558968204903,-8831.82515826601,13.14191956982259,-8818.683238696189,-133105.9794256448,19.700926166376163,-133086.27849947842
0.269,-8830.88180890459,11.62032413713142,-8819.26148476746,-8830.27737059969,11.610634333061054,-8818.666736266629,-8831.753466752949,14.194497767210098,-8817.558968985739,-8831.829389718952,13.140751374435693,-8818.688638344516,-133105.9847125616,19.706213085189894,-133086.2784994764
0.2695,-8830.884046224537,11.622552994924025,-8819.261493229613,-8830.277480272236,11.60853644855452,-8818.66894382368,-8831.749071268025,14.190105947634786,-8817.55896532039,-8831.82816520113,13.139527238586172,-8818.688637962545,-133105.98985631208,19.71135683817075,-133086.2784994739
0.27,-8830.886226324024,11.624728825513847,-8819.26149749851,-8830.275314477864,11.606365354330794,-8818.668949123532,-8831.744572786274,14.185603240155992,-8817.558969546119,-8831.82689681429,13.138247467844295,-8818.688649346444,-133105.9948570222,19.716357551243085,-133086.27849947094
0.2705,-8830.888341096821,11.626851564002152,-8819.261489532819,-8830.2730666675,11.604121300170842,-8818.66894536733,-8831.73995414156,14.180990194185638,-8817.558963947375,-8831.825713304463,13.136914940106415,-8818.688798364356,-133105.99971482548,19.721215357959437,-133086.27849946753
0.271,-8830.89041676897,11.628921165961668,-8819.261495603008,-8830.270752099934,11.601804525211453,-8818.668947574723,-8831.735237745228,14.176267373079323,-8817.558970372149,-8831.829856065693,13.135534673749248,-8818.694321391944,-133106.00442986315,19.725930399554805,-133086.2784994636
0.2715,-8830.892429498615,11.630937616100004,-8819.261491882515,-8830.267540601673,11.599415044502411,-8818.668125557171,-8831.719339994374,14.171432960914734,-8817.547907033459,-8831.82937827486,13.134106381051602,-8818.695271893808,-133106.0090022842,19.730502824994492,-133086.2784994592
0.272,-8830.89439025301,11.63290087053873,-8819.261489382472,-8830.265088228169,11.59695312078743,-8818.668135107382,-8831.714396146717,14.16648749984087,-8817.547908646877,-8831.833358911457,13.132628267586915,-8818.70073064387,-133106.01343224535,19.734932791012,-133086.27849945435
0.2725,-8830.896298555317,11.634810896931224,-8819.261487658387,-8830.262555269184,11.594419211654765,-8818.66813605753,-8831.709339288655,14.161433956730454,-8817.547905331923,-8831.83335509676,13.131099732765797,-8818.702255363994,-133106.01771991112,19.739220462144743,-133086.27849944896
0.273,-8830.898159650746,11.636667659743111,-8819.261491991003,-8830.263225702229,11.591813691898944,-8818.67141201033,-8831.704185155812,14.156272932971392,-8817.54791222284,-8831.832757142964,13.129518918203129,-8818.70323822476,-133106.0218654539,19.74336601076675,-133086.2784994431
0.2735,-8830.899963048878,11.638471126573666,-8819.261491922305,-8830.260544923725,11.589136832233436,-8818.671408091492,-8831.699506906452,14.151004383407052,-8817.548502523045,-8831.836924699726,13.127885791057174,-8818.70903890867,-133106.0258690539,19.747369617117414,-133086.2784994368
0.274,-8830.90171447176,11.640221265833116,-8819.261493205928,-8830.260874895039,11.586388800215527,-8818.674486094824,-8831.70112815279,14.145631020917257,-8817.555497131872,-8831.834895757618,13.126201345408624,-8818.70869441221,-133106.0297308993,19.751231469320047,-133086.27849942996
0.2745,-8830.903403428974,11.641918038265969,-8819.261485390709,-8830.258060125294,11.583569883899935,-8818.674490241394,-8831.695654539051,14.140154191111755,-8817.55550034794,-8831.83264365572,13.124466690971825,-8818.708176964748,-133106.03345118606,19.75495176339524,-133086.27849942265
0.275,-8830.905053285542,11.643561417379019,-8819.261491868163,-8830.255163816395,11.580680378843404,-8818.674483437551,-8831.684179452839,14.134572616941394,-8817.549606835897,-8831.830860284748,13.122681751915835,-8818.708178532832,-133106.03703011814,19.758530703282652,-133086.27849941485
0.2755,-8830.906640676441,11.645151372395343,-8819.261489304046,-8830.252204088154,11.577720553221145,-8818.674483534933,-8831.678495553913,14.128886919102847,-8817.54960863481,-8831.829029706898,13.120846201627028,-8818.70818350527,-133106.0404679074,19.7619685008569,-133086.27849940656
0.276,-8830.90817942995,11.64668788593788,-8819.261491544014,-8830.443106798115,11.574713033511644,-8818.868393764604,-8831.672694353047,14.123097645836136,-8817.549596707211,-8831.826677469197,13.118960620970011,-8818.707716848226,-133106.0437647737,19.765265375938064,-133086.27849939777
0.2765,-8830.909659055653,11.64817093076434,-8819.261488124888,-8830.440047410908,11.57165785589116,-8818.868389555017,-8831.666803029957,14.117205527714475,-8817.549597502242,-8831.827163843098,13.117025435161606,-8818.710138407936,-133106.04692094476,19.768421556302155,-133086.27849938846
0.277,-8830.911089567127,11.649600476538852,-8819.261489090588,-8830.43691935915,11.568532924541316,-8818.86838643461,-8831.660804895344,14.111211272816425,-8817.549593622527,-8831.827652124348,13.115041013542998,-8818.712611110805,-133106.04993665637,19.771437277688097,-133086.27849937868
0.2775,-8830.912463811817,11.65097650575628,-8819.261487306061,-8830.43372788805,11.565338564168648,-8818.868389323881,-8831.65471616167,14.105115611483683,-8817.549600550186,-8831.82562318224,13.113007805151836,-8818.712615377088,-133106.05281215222,19.774312783803495,-133086.27849936843
0.278,-8830.913787988606,11.652298987180792,-8819.261489001425,-8830.4304677524,11.562075069440937,-8818.868392682958,-8831.648520616474,14.098919349954928,-8817.549601266519,-8831.825033334675,13.110926383383076,-8818.714106951293,-133106.055547684,19.777048326331865,-133086.27849935766
0.2785,-8830.915055421772,11.653567900279214,-8819.261487521493,-8830.427131322804,11.558742799418813,-8818.868388523384,-8831.642226365986,14.092623266124917,-8817.549603099862,-8831.822897104206,13.108797184374751,-8818.714099919831,-133106.05814351133,19.779644164940628,-133086.2784993464
0.279,-8830.916277078572,11.654783240264235,-8819.261493838307,-8830.425270704212,11.555341945689296,-8818.869928758522,-8831.635829118672,14.08622812060198,-8817.549600998069,-8831.820725587788,13.106620482077467,-8818.71410510571,-133106.06059990192,19.7821005672902,-133086.2784993346
0.2795,-8830.917438653889,11.655944997723847,-8819.261493656166,-8830.421791700306,11.551872820604848,-8818.869918879702,-8831.629332689228,14.079734733455414,-8817.549597955773,-8831.818504003468,13.104396721261637,-8818.714107282207,-133106.06291713144,19.784417809044136,-133086.2784993224
0.28,-8830.91854586977,11.657053141791266,-8819.26149272798,-8830.418257860127,11.548335958918507,-8818.869921901209,-8831.622745660725,14.073143926357051,-8817.549601734368,-8831.816232351246,13.102126327529902,-8818.714106023715,-133106.06509548353,19.78659617388101,-133086.27849930964
0.2805,-8830.919591096821,11.658107650765126,-8819.261483446056,-8830.414650110188,11.544731695528675,-8818.869918414659,-8831.616050867024,14.066456516488753,-8817.549594350536,-8831.81273475069,13.09980946857807,-8818.712925282112,-133106.0671352499,19.788635953509598,-133086.2784992964
0.281,-8830.920598653736,11.65910853274211,-8819.261490120994,-8830.41098513979,11.541060352748765,-8818.86992478704,-8831.609267858448,14.059673385394657,-8817.549594473054,-8831.810371545735,13.097446607659336,-8818.712924938076,-133106.06903673033,19.790537447686482,-133086.27849928263
0.2815,-8830.921545175495,11.6600557773079,-8819.261489398188,-8830.403195051136,11.537322394469085,-8818.865872656666,-8831.602388528767,14.05279539176767,-8817.549593136999,-8831.807966855946,13.09503844319223,-8818.712928412753,-133106.07080023264,19.792300964235466,-133086.2784992684
0.282,-8830.92243209261,11.660949355051109,-8819.261482737558,-8830.400366453114,11.533518896736386,-8818.866847556377,-8831.595431474629,14.045823458423015,-8817.549608016205,-8831.80550637621,13.09258538555083,-8818.712920990658,-133106.07242607276,19.793926819068737,-133086.27849925368
0.2825,-8830.923281816426,11.66178927587465,-8819.26149254055,-8830.409940389576,11.529650856903803,-8818.880289532672,-8831.588356164875,14.038758501976485,-8817.549597662899,-8831.803018239918,13.090087852547487,-8818.71293038737,-133106.07391457463,19.79541533621013,-133086.27849923843
0.283,-8830.924060491505,11.662575545512544,-8819.261484945991,-8830.40600505251,11.525717973135972,-8818.880287079373,-8831.58119216341,14.03160139107742,-8817.549590772333,-8831.80033316988,13.087546008414611,-8818.712787161465,-133106.0752660705,19.79676684782352,-133086.27849922265
0.2835,-8830.924803880634,11.663308137691871,-8819.261495742943,-8830.398098138752,11.521719969645813,-8818.876378169107,-8831.573950914326,14.024353056593633,-8817.549597857733,-8831.796300558033,13.08495966030255,-8818.711340897731,-133106.07648090067,19.797981694244616,-133086.2784992064
0.284,-8830.925471452656,11.663987056144324,-8819.261484396511,-8830.394053605976,11.517657227259502,-8818.876396378717,-8831.566616205158,14.017014460004399,-8817.549601745153,-8831.793656495991,13.082329493386368,-8818.711327002604,-133106.07755941365,19.799060224013225,-133086.27849918965
0.2845,-8830.926100877705,11.664612309313043,-8819.261488568392,-8830.410055307331,11.51353042849118,-8818.89652487884,-8831.559178499165,14.009586567630347,-8817.549591931534,-8831.790988115254,13.079656569886605,-8818.711331545366,-133106.07850196626,19.80000279390804,-133086.27849917236
0.285,-8830.926674035969,11.66518388581072,-8819.261490150158,-8830.412982133808,11.509340362497504,-8818.90364177131,-8831.551668313923,14.002070325525388,-8817.549597988398,-8831.78825869936,13.076941372212012,-8818.711317327148,-133106.07930892354,19.800809768984237,-133086.27849915455
0.2855,-8830.927191404286,11.66570179198892,-8819.261489612296,-8830.408727792683,11.505087110150136,-8818.903640682533,-8831.544061807575,13.994466730061202,-8817.549595077515,-8831.788773206654,13.07418434354421,-8818.71458886311,-133106.07998065883,19.8014815226128,-133086.2784991362
0.286,-8830.927658227864,11.666166035343966,-8819.26149219252,-8830.439437059345,11.500769564450021,-8818.938667494895,-8831.536377099934,13.98677676505543,-8817.549600334878,-8831.785979417744,13.07138586339496,-8818.714593554349,-133106.0805175539,19.802018436521028,-133086.27849911738
