time_ps,mlp_force_sum,mha_force_sum,conv_force_sum,comb_force_sum,MACE_force_sum
0.124,6.843187e-07,9.571894e-07,4.104127e-06,1.279766e-06,1.29120659797352e-14
0.1245,2.0553882e-06,1.8231252e-06,1.5894028e-06,1.5125963e-06,1.0217813433280234e-14
0.125,2.3389246e-06,1.979055e-06,2.6073626e-06,1.2728069e-06,3.598657823696031e-15
0.1255,1.1650812e-06,2.2172708e-06,2.5749275e-06,1.9524502e-06,5.7609370048333806e-15
0.126,2.3757423e-06,2.5195855e-06,1.0413769e-06,2.1704604e-06,1.3249799285862646e-14
0.1265,2.2798777e-06,6.681576e-07,2.0320836e-06,2.1827022e-06,7.102204513368856e-15
0.127,1.6006095e-06,3.2718824e-06,3.2750365e-06,2.40274e-06,6.2525325310329126e-15
0.1275,2.924768e-06,7.3790846e-07,2.5613099e-06,2.6795585e-06,1.1242078890292107e-14
0.128,1.680267e-06,1.2563013e-06,2.537445e-06,1.7570737e-06,1.1726525403087167e-15
0.1285,6.462708e-07,2.221835e-06,1.4117621e-06,2.2932302e-06,6.678720527465282e-15
0.129,8.1793667e-07,1.9836043e-06,2.6125947e-06,4.8191378e-06,8.070742013540063e-15
0.1295,1.9095012e-06,1.082676e-06,1.8005758e-06,1.704995e-06,9.895750709297501e-15
0.13,1.2489448e-06,1.2189842e-06,2.338153e-06,3.2285695e-06,6.601306422191915e-15
0.1305,1.9140889e-07,2.0151892e-06,1.7047345e-06,1.7451543e-06,8.203075734926169e-15
0.131,2.028967e-06,2.2372099e-06,3.7306806e-06,3.1648046e-06,1.2450131536336656e-14
0.1315,8.3179987e-07,2.5809568e-06,9.853939e-07,3.502502e-06,7.326486257888034e-15
0.132,1.2736789e-06,2.4359638e-06,1.394115e-06,2.5590114e-06,1.2816379824366774e-14
0.1325,1.8919781e-06,1.5088483e-06,1.207362e-06,2.9534388e-06,5.891387563157629e-15
0.133,1.5778353e-06,2.1141277e-06,3.5631228e-06,1.9057181e-06,1.285124036249412e-14
0.1335,1.8057477e-06,2.3600824e-06,3.2902897e-06,3.1325062e-06,1.539409055726646e-14
