time_ps,mlp_force_sum,mha_force_sum,conv_force_sum,comb_force_sum,MACE_force_sum
0.134,1.9649203e-06,2.0477037e-06,2.4515014e-06,3.5673268e-06,1.1020410984438856e-14
0.1345,2.1685157e-06,6.7537775e-07,1.441644e-06,2.1532048e-06,9.281425066733518e-15
0.135,5.9230945e-07,1.4934094e-06,1.0457388e-06,1.5781167e-06,5.8761291317044985e-15
0.1355,7.5276677e-07,1.3385824e-06,6.9797267e-07,1.6214217e-06,1.116605496702544e-14
0.136,1.5608744e-06,1.0729418e-06,1.042336e-06,2.2023494e-06,4.3373929054586196e-15
0.1365,1.5862564e-06,1.7169062e-06,2.3038565e-06,2.3664245e-06,5.066963359797462e-15
0.137,1.2508325e-06,1.1402127e-06,2.5811719e-06,7.839767e-07,4.704242556031899e-15
0.1375,2.4809426e-06,2.6623084e-06,8.770191e-07,2.024146e-06,8.728543835258307e-15
0.138,9.148148e-07,3.615313e-06,3.6050956e-06,6.7434956e-07,4.397857599616979e-15
0.1385,1.1384526e-06,2.0784983e-06,3.5416208e-06,1.4095585e-06,5.582546066186193e-15
0.139,1.1127087e-06,2.1883948e-06,2.4845647e-06,2.1989188e-06,5.616974612103869e-15
0.1395,2.0316463e-06,1.2395984e-06,2.3679254e-06,1.974165e-06,7.73504930821921e-15
0.14,1.2974283e-06,2.2961815e-06,2.4346873e-06,2.9466646e-06,1.6734569428176322e-14
0.1405,2.203458e-06,1.1179844e-06,2.0178286e-06,3.820746e-06,8.114661877835332e-15
0.141,1.1547198e-06,3.2276066e-06,1.1230376e-06,1.7418431e-06,1.1804037522595054e-14
0.1415,2.5253073e-06,2.9396695e-06,1.0898241e-06,1.7367365e-06,1.0849874264190699e-14
0.142,2.0815407e-06,2.4346873e-06,1.533879e-06,2.9664916e-06,8.909366839003267e-15
0.1425,2.5590223e-06,2.3133093e-06,1.2120425e-06,3.2745959e-06,7.166238212293411e-15
0.143,1.2076378e-06,1.0848273e-06,3.865035e-06,3.7205189e-06,3.613345303038439e-15
0.1435,7.957834e-07,2.4127e-06,1.1620278e-06,2.9682874e-06,7.550871698544295e-15
0.144,1.4703339e-06,1.9798963e-06,2.4168378e-06,8.8608675e-07,6.871341073227243e-15
0.1445,8.1071084e-07,1.1597086e-06,2.4293006e-06,2.2976799e-06,3.2053784592957234e-15
0.145,2.4555738e-06,2.437422e-06,2.9340629e-06,2.956895e-06,6.336923725708402e-15
0.1455,2.5777285e-06,1.1013007e-06,2.0806206e-06,2.1867677e-06,6.4805554344736394e-15
0.146,1.2577145e-06,1.8695465e-06,1.3719592e-06,1.2755951e-06,4.4210938027361076e-15
0.1465,1.596025e-06,1.8753609e-06,2.620614e-06,1.4394861e-06,1.6467128284490172e-14
0.147,2.2997203e-06,1.7660391e-06,1.3686374e-06,3.3433105e-06,1.0863320971430272e-14
0.1475,1.5649944e-06,1.6963493e-06,4.414417e-06,1.5043532e-06,5.680678812974271e-15
0.148,2.3115658e-06,1.7446494e-06,1.3709068e-06,2.5761346e-06,7.575238494660371e-15
0.1485,1.4450477e-06,1.6741274e-06,7.0603835e-07,2.8134402e-06,8.677158268572284e-15
0.149,1.1909748e-06,1.8416201e-06,4.926406e-07,4.3544037e-06,7.064543736638133e-15
0.1495,1.0831822e-06,2.176641e-06,2.412332e-06,1.8422079e-06,9.145799100880435e-15
0.15,1.9536014e-06,1.7626411e-06,1.455459e-06,2.6171801e-06,1.2942196041603262e-14
0.1505,2.040371e-06,8.595093e-07,3.1663478e-06,1.462441e-06,4.468410624869405e-15
0.151,1.3076565e-06,1.9344125e-06,3.6484498e-06,3.340121e-06,5.435346812754679e-15
0.1515,2.047392e-06,2.1519961e-06,9.803107e-07,1.297685e-06,5.2748009176246186e-15
0.152,7.052517e-07,7.008696e-07,3.5835046e-06,1.7540382e-06,9.685105181845662e-15
0.1525,2.4968228e-06,2.626097e-06,1.331988e-06,3.203715e-06,1.0829406137437123e-14
0.153,1.2680003e-06,1.2713286e-06,2.4694714e-06,2.5133095e-06,1.006223836357322e-14
0.1535,5.703467e-07,1.0384142e-06,3.3871556e-06,2.1737317e-06,9.940100540281747e-15
0.154,1.3500978e-06,2.4482868e-06,1.245384e-06,7.4921877e-07,3.3292810058535792e-15
0.1545,1.1246182e-06,2.599516e-06,1.0144903e-06,1.2146046e-06,1.0721882221908339e-14
0.155,1.5986835e-06,2.954982e-06,1.7936567e-06,9.721224e-07,5.726265175588651e-15
0.1555,1.9419592e-06,1.827459e-06,9.088792e-07,1.7005614e-06,6.339217920816913e-15
0.156,9.781565e-07,1.4728047e-06,2.9282203e-06,4.135656e-06,1.207083569537129e-14
0.1565,2.2391444e-06,1.3052132e-06,3.3469696e-06,8.7803124e-07,1.1890405663621794e-14
0.157,1.3298817e-06,5.849536e-07,7.97038e-07,1.8450984e-06,9.512512418235778e-15
0.1575,1.1362318e-06,1.689032e-06,3.895836e-06,2.2657607e-06,8.04433006106855e-15
0.158,1.4086918e-06,2.8051436e-06,3.7000834e-06,3.1836917e-06,1.2485073727412479e-14
0.1585,4.280195e-07,1.0040608e-06,1.8885137e-06,3.2147852e-06,8.885296317641822e-15
0.159,1.0625113e-06,1.9943946e-06,1.4880285e-06,1.9316412e-06,4.420374966422548e-15
0.1595,1.1910738e-06,8.6169433e-07,2.4521155e-06,1.2577145e-06,7.877108643169156e-15
0.16,1.7146698e-06,8.030053e-07,2.0880252e-06,1.7661491e-06,1.1110692471819895e-14
0.1605,1.6608989e-06,5.2180667e-07,1.5511362e-06,1.4984375e-06,4.041654044610298e-15
0.161,2.2827612e-06,1.9224267e-06,1.2839264e-06,1.2908225e-06,1.598142809691758e-14
0.1615,1.1399388e-06,3.129705e-06,1.6960875e-06,1.974165e-06,1.2484580090146453e-14
0.162,1.610446e-06,1.6289405e-06,6.357953e-07,7.996802e-07,8.59276043166223e-15
0.1625,8.928581e-07,3.2696505e-06,1.3065074e-06,2.5463116e-06,7.759855363937756e-15
0.163,1.9533918e-06,1.9484087e-06,3.9475494e-06,2.559532e-06,6.385954197646041e-15
0.1635,1.3308049e-06,1.9655733e-06,1.5607321e-06,1.1071071e-06,1.3189974027734893e-14
0.164,1.3892686e-06,2.1832236e-06,3.4530929e-06,9.329603e-07,6.7842371576298955e-15
0.1645,1.0753643e-06,9.725292e-07,1.4437134e-06,3.4657935e-06,1.3043112534650954e-14
0.165,9.86752e-07,2.0083426e-06,2.011436e-06,1.7970578e-06,1.1251146330781677e-14
0.1655,9.925784e-07,2.375976e-06,1.8742061e-06,1.1935821e-06,6.596490793710505e-15
0.166,2.6650828e-06,1.4799674e-06,4.611091e-07,2.2518016e-06,8.935441911091751e-15
0.1665,2.0731131e-06,1.9047858e-06,3.045393e-06,3.6010283e-06,2.933174772761872e-15
0.167,3.4852874e-07,2.386004e-06,3.1180123e-06,2.3970035e-06,8.913645959860017e-15
0.1675,1.588429e-06,2.2010508e-06,1.331347e-06,8.3019665e-07,5.531373560745413e-15
0.168,1.1923024e-06,2.6178693e-06,3.0161602e-06,8.760058e-07,6.559013090834956e-15
0.1685,7.9410745e-07,1.1383795e-06,3.1320808e-06,2.1193202e-06,1.05221090640148e-14
0.169,1.8393129e-06,6.664002e-07,3.4959046e-06,2.6023758e-06,1.6149070712750282e-14
0.1695,1.7144918e-06,8.623383e-07,2.1031235e-06,1.222985e-06,3.4737741232775432e-15
0.17,1.6516108e-06,1.9028176e-06,2.4700248e-06,5.1962127e-07,1.019744531955267e-14
0.1705,1.5848735e-06,1.2789905e-06,2.774441e-06,2.4466963e-06,4.941739743737033e-15
0.171,1.4397946e-06,1.7505059e-06,2.4218198e-06,7.725645e-07,1.2064707330263786e-14
0.1715,1.576216e-06,1.8478792e-06,1.4267473e-06,2.4620758e-06,5.157759701249372e-15
0.172,1.4682748e-06,8.8621204e-07,1.9044105e-06,2.1794444e-06,5.681695816905468e-15
0.1725,1.3197626e-06,1.927052e-06,2.0836198e-06,3.972103e-06,9.696036029084066e-15
0.173,4.1214577e-07,1.3563331e-06,3.8001467e-06,1.3048517e-06,1.6392246515987586e-15
0.1735,1.5722667e-06,1.8960374e-06,4.1958083e-06,2.5259997e-06,5.638140588002215e-15
0.174,1.5560837e-06,1.6195075e-06,2.8099655e-06,1.8933273e-06,3.697226037623727e-15
0.1745,1.724741e-06,2.8902107e-06,2.0663242e-06,6.0858065e-07,1.0858071996243579e-14
0.175,9.2050107e-07,1.3826449e-06,1.3841246e-06,2.5905745e-06,9.437058975993358e-15
0.1755,1.0454468e-06,1.1577205e-06,1.199983e-06,8.8608675e-07,9.835974504560829e-15
0.176,9.0053453e-07,1.1607194e-06,2.5030513e-06,1.4996225e-06,1.1100703584627503e-14
0.1765,1.0749512e-06,1.2399566e-06,1.386689e-06,1.5090691e-06,3.96623193796769e-15
0.177,2.500655e-06,7.732199e-07,1.558935e-06,2.2013407e-06,3.454203409104305e-15
0.1775,1.4524046e-06,3.273106e-06,3.714075e-06,1.5806473e-06,8.29478523394338e-15
0.178,1.3899078e-06,1.7635424e-06,1.7372479e-06,2.2531817e-06,8.733617249540285e-15
0.1785,1.125235e-06,7.5674757e-07,2.2282593e-06,9.3865486e-07,3.5002851218456245e-15
0.179,7.766136e-07,1.9353736e-06,1.6689966e-06,2.4255503e-06,4.6602925655870555e-15
0.1795,4.0011767e-07,2.0887287e-06,3.019793e-06,8.518461e-07,8.869459108672794e-15
0.18,1.1832122e-06,1.953818e-06,1.0600006e-06,3.5941157e-06,9.766177032077493e-15
0.1805,9.978216e-07,2.9606474e-06,1.9864008e-06,2.132689e-06,8.905345185785885e-15
0.181,2.5323645e-06,2.695628e-06,1.5222723e-06,2.0615366e-06,3.771491508311582e-15
0.1815,1.4379427e-06,1.3546131e-06,1.4235289e-06,9.499417e-07,9.460539962156686e-15
0.182,6.023922e-07,1.0966282e-06,1.8739951e-06,2.348907e-06,1.1157603309187458e-15
0.1825,1.7580844e-06,1.0257206e-06,2.4027863e-06,1.4853401e-06,9.559690736478226e-15
0.183,1.9854365e-06,1.2183522e-06,1.2983692e-06,1.9304914e-06,1.3172528336716584e-14
0.1835,4.989108e-07,2.0180073e-06,1.4660804e-06,1.4724278e-06,1.1524548166971875e-14
0.184,1.7115104e-06,6.893398e-07,2.4627973e-06,2.7528056e-06,2.981109044530317e-15
0.1845,2.3255361e-06,1.7724867e-06,1.5542989e-06,2.0440136e-06,1.0252745832634829e-14
0.185,9.2414234e-07,6.476436e-07,6.2584877e-07,2.961847e-06,1.8716150813160608e-14
0.1855,1.2043237e-06,1.0400968e-06,2.1468018e-06,1.925885e-06,5.804035306859015e-15
0.186,5.9901924e-07,1.3437561e-06,3.0719532e-06,1.6531561e-06,6.4220428370640774e-15
0.1865,2.2635177e-06,1.1127337e-06,1.7754281e-06,7.2020566e-07,9.031785425955948e-15
0.187,1.5408298e-06,1.6040912e-06,2.7074225e-06,1.9588085e-06,5.584322488853784e-15
0.1875,1.5228557e-06,2.2865515e-06,1.6339719e-06,1.4505498e-06,6.0537703727310164e-15
0.188,8.272829e-07,1.8578259e-06,1.3876494e-06,1.6571806e-06,5.170588855827337e-15
0.1885,1.0436133e-06,1.6839136e-06,1.5277869e-06,1.6496601e-06,9.321246329708705e-15
0.189,1.6732484e-06,1.7131151e-06,1.2587733e-06,4.500052e-07,3.1185214200286946e-15
0.1895,8.307648e-07,1.4839239e-06,1.6995165e-06,1.4333027e-06,7.529898907871222e-15
0.19,2.455133e-06,1.3805154e-06,2.5418167e-06,8.0686726e-07,5.413973864881343e-15
0.1905,6.5089256e-07,2.2080917e-06,1.4823472e-06,9.3865486e-07,5.834747504472176e-15
0.191,1.7811719e-06,1.4565265e-06,3.355641e-06,1.9045526e-06,4.857146430443073e-15
0.1915,1.4170996e-06,1.2831503e-06,1.2828853e-06,6.336061e-07,6.679816236361857e-15
0.192,9.639796e-07,1.8162309e-06,2.0568461e-06,1.6423757e-06,6.237042840057389e-15
0.1925,2.0675595e-06,9.495034e-07,1.2193485e-06,1.7318714e-06,6.751397572340233e-15
0.193,8.545787e-07,1.0737369e-06,3.5543565e-06,1.3328004e-06,7.13572044307283e-15
0.1935,1.8443911e-06,2.4206017e-06,1.6225168e-06,2.7216554e-06,8.529410770461299e-15
0.194,1.4576505e-06,1.2841178e-06,9.4349184e-07,2.3879081e-06,6.930673384092859e-15
0.1945,1.7277798e-06,3.9488077e-07,4.2491047e-06,8.476652e-07,6.483170143248366e-15
0.195,1.5257508e-06,8.3672376e-07,3.2731377e-06,8.4293697e-07,3.829867159113118e-15
0.1955,4.500052e-07,1.7965789e-06,2.2544132e-06,2.0801936e-06,6.155483356642005e-15
0.196,1.0612305e-06,6.837608e-07,1.7480148e-06,4.172325e-07,6.811378861017111e-15
0.1965,2.2761249e-06,2.9043983e-06,2.4237186e-06,2.4687856e-06,1.6439550351151975e-14
0.197,8.5577955e-07,2.267625e-06,3.1282502e-06,2.8582665e-06,8.48376762633703e-15
0.1975,1.4820664e-06,1.0189606e-06,3.6242614e-06,2.4620758e-07,1.0249589546049121e-14
0.198,1.3244652e-06,3.995931e-06,3.4955533e-06,1.8211755e-06,8.350323853034144e-15
0.1985,8.335332e-07,1.2450777e-06,1.2117677e-06,2.3394823e-06,1.3347171202613077e-14
0.199,2.415689e-06,2.9698228e-06,1.5190417e-06,2.9817593e-06,4.964137268894119e-15
0.1995,6.6008107e-07,2.5622307e-06,1.9818544e-06,1.492796e-06,7.81032231643122e-15
0.2,2.1602186e-06,1.6351266e-06,2.1577375e-06,1.9120575e-06,1.4443570596498132e-15
0.2005,1.6140096e-06,1.8249855e-06,2.1075532e-06,5.4322857e-07,8.177303202714501e-15
0.201,3.071953e-07,2.0215664e-06,1.5882149e-06,1.0633208e-06,8.436234040904044e-15
0.2015,1.6854129e-06,2.250026e-07,1.2032168e-06,1.7078577e-06,5.529980653579024e-15
0.202,4.549127e-07,1.4000005e-06,1.9369218e-06,1.3344653e-06,1.447596296972935e-14
0.2025,1.0627202e-06,1.6749229e-06,8.178009e-07,2.2286579e-06,3.804033021695256e-15
0.203,1.8128658e-06,1.4284144e-06,1.7716723e-06,1.7184857e-06,7.550332863779065e-15
0.2035,1.6721367e-06,1.2473938e-06,4.239583e-06,3.9577662e-06,6.735861340753108e-15
0.204,8.420145e-07,2.4377066e-06,7.6563555e-07,1.3085901e-06,3.6371455293962386e-15
0.2045,2.0033197e-06,1.1495705e-06,3.818886e-06,1.1744535e-06,9.061759754752368e-15
0.205,1.5220353e-06,1.2450274e-06,1.7094171e-06,1.2731558e-06,1.0523134018456647e-14
0.2055,1.9860654e-06,2.339604e-06,2.1772018e-06,8.046627e-07,1.3819489671234222e-14
0.206,1.5611411e-06,1.2595008e-06,2.7960234e-06,6.583548e-07,5.583218758733536e-15
0.2065,1.5428999e-06,1.0365214e-06,2.2405322e-06,2.8902107e-06,4.0882747497410426e-15
0.207,1.2605581e-06,8.011453e-07,3.554981e-06,2.25712e-06,1.1640941215167996e-14
0.2075,1.1906252e-06,8.3139935e-07,1.4158455e-06,8.704115e-07,9.520121976051977e-15
0.208,1.7016708e-06,1.0532497e-06,2.0872267e-06,1.5693689e-06,4.757146962048553e-15
0.2085,2.149076e-06,1.7677238e-06,1.6093254e-06,1.6943478e-06,7.0286850967635375e-15
0.209,1.7454247e-06,2.3940374e-06,2.8803602e-06,1.3605013e-06,8.89443866354733e-15
0.2095,1.0107558e-06,7.294343e-07,2.8875975e-06,3.4570694e-06,7.783645278309895e-15
0.21,1.1612394e-06,2.1132348e-06,2.6662672e-06,1.8450984e-06,8.94677204228679e-15
0.2105,6.6943375e-07,1.8745281e-07,2.6475468e-06,2.1503672e-06,5.1613431382503765e-15
0.211,1.5309992e-06,1.489301e-06,1.1710455e-06,1.8078983e-06,6.940670033431142e-15
0.2115,1.2396656e-06,1.1668903e-06,2.2302017e-07,1.1080093e-06,2.2562397986482602e-15
0.212,2.144952e-06,7.376075e-07,1.3863687e-06,9.3865486e-07,5.3486945852147655e-15
0.2125,1.221918e-06,9.565803e-07,1.2921979e-06,1.2331104e-06,1.4530355319517048e-14
0.213,1.0864571e-06,2.1493634e-06,2.4171136e-06,3.865236e-06,4.81509242304977e-15
0.2135,1.6118071e-06,1.7028815e-06,1.074538e-06,1.5257508e-06,6.3970430245809655e-15
0.214,1.3207507e-06,2.154677e-06,2.4176645e-06,2.299998e-06,6.082968587418736e-15
0.2145,1.1310168e-06,1.4304387e-06,1.6115315e-06,9.0247414e-07,5.4423581102974265e-15
0.215,1.6836499e-06,2.0158468e-06,1.8515855e-06,1.5125963e-06,6.557838461428371e-15
0.2155,1.5501685e-06,1.7947241e-06,1.1849937e-06,1.2644055e-06,9.061079621171289e-15
0.216,6.6008107e-07,7.2282154e-07,1.2402924e-06,7.6112707e-07,8.606197965958404e-15
0.2165,1.8049483e-06,2.1491278e-06,1.6073926e-06,7.633119e-07,7.935570990772881e-15
0.217,1.4252437e-06,2.8399224e-06,1.5882149e-06,2.2397392e-06,5.1610446135306005e-15
0.2175,8.886204e-07,2.4431656e-06,2.2144147e-06,3.2923474e-06,7.326630836200295e-15
0.218,9.10923e-07,2.074756e-06,1.7039529e-06,2.8140716e-06,5.821000005975887e-15
0.2185,6.8516994e-07,3.6727981e-06,1.0876827e-06,8.659357e-07,8.285864508759251e-15
0.219,2.383627e-06,1.6169005e-06,3.1296695e-06,7.2573397e-07,5.535550179266617e-15
0.2195,2.2903719e-06,2.0843656e-06,2.3443652e-06,8.307314e-07,4.595035926552277e-15
0.22,1.3097986e-06,1.5871136e-06,1.2755951e-06,2.8746886e-06,3.981353264191047e-15
0.2205,1.2701e-06,1.6781016e-06,1.8019934e-06,1.7701676e-06,1.1514249254020269e-14
0.221,1.45666e-06,1.3075716e-06,1.5187493e-06,2.1729143e-06,6.1424537428069986e-15
0.2215,1.7144918e-06,1.533879e-06,1.1151008e-06,1.914089e-06,1.893898605635156e-15
0.222,6.7669157e-07,1.9184088e-06,1.3773704e-06,2.8888276e-06,5.7011871119473445e-15
0.2225,1.0779422e-06,2.252307e-06,1.6323404e-06,2.2393922e-06,7.877108643169156e-15
0.223,1.8473233e-06,9.535652e-07,2.2093955e-06,2.526395e-06,9.203474327562725e-15
0.2235,1.3670141e-06,1.3256382e-06,3.674277e-07,1.0728836e-06,1.297536795264264e-14
0.224,1.5207947e-06,1.2700344e-06,1.6713232e-06,1.625798e-06,2.050158411106494e-15
0.2245,9.329603e-07,1.6887855e-06,1.372202e-06,2.7486483e-06,8.97222325778151e-15
0.225,7.1339065e-07,9.723792e-07,1.6093254e-06,4.5222018e-07,7.951088352073423e-15
0.2255,8.335332e-07,2.2978852e-06,2.1763858e-06,1.1372817e-06,6.2803698347351005e-15
0.226,8.518461e-07,2.1860853e-06,3.0075255e-06,1.5359043e-06,5.111850690840453e-15
0.2265,1.2952872e-06,1.7924183e-06,1.297685e-06,1.236078e-06,7.082840051236419e-15
0.227,7.3000484e-07,1.9708018e-06,1.3595217e-06,1.026451e-06,4.1317602818954125e-15
0.2275,1.4615297e-06,1.8132675e-06,1.7643881e-06,2.2055733e-06,5.879991017139368e-15
0.228,6.123997e-07,1.5093633e-06,1.5488608e-06,2.5769964e-06,5.706589545749273e-15
0.2285,1.4853401e-06,1.230006e-06,3.2259552e-06,9.0897083e-07,7.151249776876829e-15
0.229,2.40274e-07,1.2377834e-06,1.66893e-06,1.084821e-06,1.546122589529222e-14
0.2295,6.253164e-07,1.5143569e-06,6.529362e-07,6.5632804e-07,6.325348926081327e-15
0.23,7.980125e-07,1.3785436e-06,2.2222223e-06,1.9710694e-06,6.428756945366232e-15
0.2305,7.9522516e-07,1.2620325e-06,1.1710455e-06,1.7451543e-06,9.136939886271682e-15
0.231,8.6632025e-07,1.5743308e-06,2.4855924e-06,1.935603e-06,7.0190333181557846e-15
0.2315,1.6827099e-06,1.7060528e-06,1.2417237e-06,9.689193e-07,9.717464460716279e-15
0.232,1.5020637e-06,1.0901551e-06,1.9606214e-06,1.9543259e-06,8.41648644616731e-15
0.2325,7.6795214e-07,8.035927e-07,2.4066183e-06,2.2031556e-06,1.3067659854658787e-14
0.233,5.9901924e-07,1.4823472e-06,2.6888235e-06,1.5993604e-06,1.1801832636420705e-14
0.2335,1.3268728e-06,1.9136285e-06,2.492016e-06,1.3789816e-06,9.843490533042616e-15
0.234,1.1741699e-06,2.3786029e-06,1.0396698e-06,2.793163e-06,3.621437911838241e-15
0.2345,8.9208066e-07,2.6646244e-06,1.3034896e-06,1.1481633e-06,4.857146430443073e-15
0.235,1.2201676e-06,1.1345451e-06,2.4834474e-06,1.1794531e-06,5.274435786004485e-15
0.2355,6.107659e-07,1.1586611e-06,1.7982929e-06,1.9992005e-06,5.960150387216222e-15
0.236,1.1710455e-06,2.198745e-06,1.084821e-06,1.3644127e-06,7.772354148366362e-15
0.2365,1.8099238e-06,1.8658052e-06,2.3604116e-06,1.5772722e-06,4.071658748137585e-15
0.237,2.1532048e-06,1.810859e-06,1.1683878e-06,2.0658406e-06,6.8447748099657486e-15
0.2375,1.3073169e-06,2.1094488e-06,2.3053979e-06,1.3224309e-06,4.341241765186055e-15
0.238,2.1705116e-06,1.5330282e-06,1.7854054e-06,2.9921293e-06,9.483150488903745e-15
0.2385,1.5916365e-06,2.3670138e-06,1.3978528e-06,6.065706e-07,3.4416913763379853e-15
0.239,2.8932823e-07,2.4568508e-06,1.4394861e-06,8.0189847e-07,2.1784148785229476e-15
0.2395,6.810662e-07,5.339655e-07,2.0076238e-06,1.690149e-06,3.992174279235972e-15
0.24,1.1512533e-06,1.8728247e-06,1.798046e-06,1.4205426e-06,6.869939508116199e-15
0.2405,1.5804366e-06,1.8787914e-06,1.7613652e-06,1.9008182e-06,5.329359630937609e-15
0.241,6.4541126e-07,2.434006e-06,2.6071498e-06,1.9854365e-06,3.986380959859201e-15
0.2415,8.053523e-07,1.8716238e-06,1.1573129e-06,1.2839233e-06,9.038776962889507e-15
0.242,1.0084465e-06,8.356616e-07,2.8666054e-06,5.383012e-07,9.908390628405994e-15
0.2425,8.518461e-07,2.181901e-06,1.9092104e-06,2.515429e-06,4.490574227168739e-15
0.243,1.1832122e-06,1.3634359e-06,2.404403e-06,1.3644127e-06,4.42176896676197e-15
0.2435,1.2532045e-06,1.682978e-06,1.3776927e-06,2.705946e-06,4.947660049471823e-15
0.244,1.1794531e-06,7.3878243e-07,2.8710945e-06,3.007673e-06,4.719753818660516e-15
0.2445,2.0734044e-06,2.651067e-06,3.091982e-06,3.0650062e-06,5.5680202830779965e-15
0.245,8.932e-07,1.0887285e-06,4.838267e-06,2.1335215e-06,7.213032780298073e-15
0.2455,2.0526857e-06,1.957235e-06,1.1534693e-06,1.9680817e-06,4.379404155611337e-15
0.246,1.7357135e-06,1.3033672e-06,1.7226155e-06,1.935316e-06,8.156173184961845e-15
0.2465,1.6148349e-06,1.2600295e-06,1.9669533e-06,1.9119996e-06,3.885780586188048e-15
0.247,1.0137171e-06,9.2435255e-07,1.2377834e-06,1.9638464e-06,6.924668467397962e-15
0.2475,1.4613018e-06,1.0434072e-06,2.1081853e-06,1.4955451e-06,4.196877994341497e-15
0.248,1.0959194e-06,1.3595217e-06,1.7254489e-06,1.7410781e-06,5.942545873637355e-15
0.2485,6.3378127e-07,6.201909e-07,5.4302416e-07,1.3474638e-06,6.24198150805748e-15
0.249,1.0316297e-06,1.470735e-06,1.7701676e-06,1.5208677e-06,8.506257557742458e-15
0.2495,8.556174e-07,1.5903281e-06,1.6953304e-06,2.7054534e-06,2.4973849386715747e-15
0.25,2.1847866e-06,1.8260004e-06,1.2010003e-06,1.3516593e-06,5.188436989177669e-15
0.2505,4.3007344e-07,7.540286e-07,1.4793484e-06,2.1772018e-06,7.0225445906706295e-15
0.251,8.9208066e-07,1.2520522e-06,1.8525445e-06,2.5112324e-06,7.053193662129238e-15
0.2515,1.1333702e-06,1.9016503e-06,2.4671212e-06,1.6900834e-06,7.28021923224409e-15
0.252,1.3170469e-06,1.2872966e-06,1.4663833e-06,1.1935821e-06,6.535244635568843e-15
0.2525,1.5034674e-06,1.6805973e-06,8.2805417e-07,1.4465643e-06,8.441346246566166e-15
0.253,1.2728069e-06,1.7296303e-06,1.3876494e-06,2.3558919e-06,6.3477189544348915e-15
0.2535,1.1995203e-06,9.450497e-07,2.9098119e-06,8.925783e-07,7.373795100892108e-15
0.254,1.6995165e-06,3.0429032e-07,1.3828407e-06,1.0447828e-06,9.930757227133818e-15
0.2545,1.4108182e-06,4.2476478e-07,2.0656255e-06,2.150109e-06,5.533323041707444e-15
0.255,1.4305115e-06,8.751182e-07,1.6995165e-06,2.3746672e-06,7.570711667007544e-15
0.2555,7.252749e-07,1.9887887e-06,2.2953593e-06,2.1400162e-06,6.831255589163714e-15
0.256,6.64398e-07,2.1203807e-06,2.6562548e-06,1.0396698e-06,3.804033021695256e-15
0.2565,1.3621324e-06,1.5714942e-06,1.7933471e-06,1.8051943e-06,5.7965976384218246e-15
0.257,1.1924653e-06,1.4724278e-06,2.629369e-06,3.1292439e-06,1.1701666411843482e-14
0.2575,1.973265e-06,2.1737444e-06,2.1853457e-06,9.3865486e-07,7.314002333558547e-15
0.258,9.277095e-07,3.5080764e-06,1.6137345e-06,1.821846e-06,4.763620154540889e-15
0.2585,1.2609763e-06,9.784969e-07,3.120148e-06,2.462662e-06,8.37979394235408e-15
0.259,1.3539573e-06,1.2936576e-06,9.219473e-07,1.523202e-06,4.595035926552277e-15
0.2595,2.1851424e-06,1.9328478e-07,1.8029789e-06,2.9427813e-06,7.930132740886974e-15
0.26,1.0498711e-06,7.396742e-07,1.6485831e-06,1.2991386e-06,9.14705197099063e-15
0.2605,1.6869272e-06,1.5487936e-06,1.9424165e-06,1.4480985e-06,6.804363002006077e-15
0.261,1.2870325e-06,9.97933e-07,2.4921942e-06,1.3424284e-06,5.627199105561947e-15
0.2615,2.3841858e-07,1.212981e-06,5.1962127e-07,3.8779967e-06,5.99211958652363e-15
0.262,1.8744689e-06,9.3641233e-07,5.3312016e-07,1.0925712e-06,3.1185214200286946e-15
0.2625,1.5137703e-06,1.8993027e-06,2.930949e-06,1.0946017e-06,5.2510145522368515e-15
0.263,1.3381209e-06,7.9522516e-07,1.9082797e-06,2.3880941e-06,8.686918754826617e-15
0.2635,7.996802e-07,9.3877316e-07,7.275674e-07,1.1653432e-06,7.17533971441876e-15
0.264,6.7697863e-07,1.1782522e-06,1.8773097e-06,1.9004093e-06,6.7589243434784236e-15
0.2645,4.298152e-07,1.4925031e-06,1.5542989e-06,5.7961495e-07,8.393755988682994e-15
0.265,1.5600028e-06,1.8918937e-06,3.0155252e-06,2.5435631e-06,1.5143051356527616e-14
0.2655,5.9901924e-07,9.569574e-07,1.5679534e-06,1.061649e-06,3.561376734039321e-15
0.266,1.2908225e-06,1.1291072e-06,1.7871456e-06,1.383884e-06,1.8742721836921976e-15
0.2665,1.6214217e-06,9.368272e-07,1.4960647e-06,4.9957794e-07,9.368729991705473e-15
0.267,1.6776881e-06,1.9039113e-06,1.7244191e-06,2.012981e-06,4.464422001611701e-15
0.2675,1.6268901e-06,1.4095585e-06,1.3527267e-06,1.4357793e-06,6.0761259583657046e-15
0.268,1.6326125e-06,1.6573314e-06,1.6955923e-06,1.7161584e-06,7.70865830583387e-15
0.2685,1.2449383e-06,2.2863724e-06,1.2963154e-06,2.4093847e-06,8.043563897910369e-15
0.269,1.4551348e-06,2.7092262e-06,2.59879e-06,8.173935e-07,9.268201390107022e-15
0.2695,1.1198696e-06,1.6909412e-06,3.0491724e-06,2.6250161e-06,9.642975640481872e-15
0.27,2.1622607e-06,8.7853687e-07,1.4505498e-06,3.003536e-06,1.1682690724096017e-14
0.2705,1.0794861e-06,2.759261e-06,1.4984375e-06,2.250026e-06,1.7215707617457203e-14
