Frame,Hydrogen,Donor,Acceptor(s),Donor-Hydrogen Distance,Hydrogen-Acceptor(s) Distance(s),Donor-Acceptor(s) Distance(s),Angle(A-H-D)
50,145,144,[np.int64(135)],0.9685650182624492,[np.float64(1.8881309578961991)],[np.float64(2.834396228483918)],[np.float64(164.86251240258838)]
50,146,144,[np.int64(414)],0.9685650182624446,[np.float64(2.219570523204252)],[np.float64(3.1700995247187134)],[np.float64(166.73728593638828)]
50,148,147,[np.int64(417)],0.9685650182625812,[np.float64(2.245636293184746)],[np.float64(3.039594138254831)],[np.float64(138.50213769209762)]
50,149,147,[np.int64(144)],0.9685650182625901,[np.float64(2.1843504548203745)],[np.float64(2.9008108237140684)],[np.float64(129.7411023854012)]
50,151,150,,0.9685650182627553,,,
50,152,150,,0.9685650182626705,,,
50,154,153,[np.int64(78)],0.9685650182624912,[np.float64(2.1588823127993932)],[np.float64(2.9430750147933313)],[np.float64(137.08548882479369)]
50,155,153,,0.9685650182624921,,,
50,157,156,[np.int64(147)],0.9685650182627584,[np.float64(2.2268906210781307)],[np.float64(2.9597898486995713)],[np.float64(131.58519713818842)]
50,158,156,[np.int64(159)],0.9685650182627692,[np.float64(1.9400483256132874)],[np.float64(2.7887992009767264)],[np.float64(144.92083640189614)]
50,160,159,[np.int64(303)],0.9685650182625555,[np.float64(2.0540536304002472)],[np.float64(2.991858980877864)],[np.float64(162.4596044923465)]
50,161,159,[np.int64(132)],0.9685650182625629,[np.float64(2.3187227861317354)],[np.float64(2.994292526275937)],[np.float64(126.17455193207626)]
50,163,162,,0.9685650182627354,,,
50,164,162,[np.int64(189)],0.9685650182627463,[np.float64(1.7355686751165087)],[np.float64(2.6886170111189225)],[np.float64(167.19006722062133)]
50,166,165,[np.int64(174)],0.9685650182624436,[np.float64(2.0995770981821638)],[np.float64(2.958967304505246)],[np.float64(146.95200065241602)]
50,167,165,,0.9685650182624329,,,
50,169,168,[np.int64(24)],0.9685650182627393,[np.float64(1.8797380360322908)],[np.float64(2.827024548722987)],[np.float64(165.20267395819633)]
50,170,168,[np.int64(165)],0.9685650182627532,[np.float64(2.1766878820453592)],[np.float64(3.0956216210975214)],[np.float64(157.90185872241764)]
50,172,171,[np.int64(549)],0.9685650182627227,[np.float64(2.3761798657946462)],[np.float64(3.247561934581224)],[np.float64(149.40832399208026)]
50,173,171,[np.int64(180)],0.9685650182627308,[np.float64(1.9324554016489206)],[np.float64(2.8212404132956057)],[np.float64(151.40763142614583)]
50,175,174,,0.9685650182625974,,,
50,176,174,,0.9685650182625946,,,
50,178,177,,0.9685650182626507,,,
50,179,177,[np.int64(252)],0.9685650182626567,[np.float64(1.7437165957166976)],[np.float64(2.684415635807089)],[np.float64(162.8388629187926)]
50,181,180,[np.int64(183)],0.9685650182625938,[np.float64(2.116914150125383)],[np.float64(2.973811590834285)],[np.float64(146.6157225765034)]
50,182,180,[np.int64(207)],0.9685650182625057,[np.float64(1.619510812437475)],[np.float64(2.5421395787435506)],[np.float64(157.65045066503706)]
50,184,183,[np.int64(186)],0.9685650182626766,[np.float64(2.0045938148785845)],[np.float64(2.9039522652039724)],[np.float64(153.5414273866141)]
50,185,183,,0.9685650182626766,,,
50,187,186,[np.int64(177)],0.9685650182626447,[np.float64(2.096478996362886)],[np.float64(2.829390772965094)],[np.float64(131.1451111138338)]
50,188,186,[np.int64(564)],0.9685650182626481,[np.float64(2.036458048072183)],[np.float64(2.7007803997926776)],[np.float64(124.05229381043506)]
50,190,189,[np.int64(216)],0.9685650182627412,[np.float64(2.2394880384024853)],[np.float64(3.0847875000186074)],[np.float64(145.20454411576003)]
50,191,189,[np.int64(192)],0.9685650182627428,[np.float64(2.1219353987101006)],[np.float64(3.0830569631655322)],[np.float64(171.42463557297484)]
50,193,192,[np.int64(201)],0.9685650182626785,[np.float64(2.3828810956514537)],[np.float64(3.0442406248606924)],[np.float64(125.05396239846652)]
50,194,192,[np.int64(48)],0.96856501826267,[np.float64(1.8239945204096322)],[np.float64(2.619145509723875)],[np.float64(137.25612962598274)]
50,196,195,[np.int64(168)],0.9685650182625913,[np.float64(1.9749283811856229)],[np.float64(2.7799860715564746)],[np.float64(139.0588177297808)]
50,197,195,[np.int64(51)],0.96856501826259,[np.float64(2.0898029065416526)],[np.float64(3.033920073097243)],[np.float64(164.40961737011628)]
50,199,198,[np.int64(171)],0.9685650182625672,[np.float64(2.3834009004057144)],[np.float64(3.001281483859846)],[np.float64(121.16031117427687)]
50,200,198,,0.96856501826257,,,
50,202,201,[np.int64(198)],0.9685650182627347,[np.float64(2.3090442804712246)],[np.float64(3.0974553054925176)],[np.float64(138.00763982176915)]
50,203,201,,0.9685650182627354,,,
50,205,204,[np.int64(270)],0.9685650182624231,[np.float64(2.3428764918422442)],[np.float64(3.165392709371285)],[np.float64(142.33281642324772)]
50,206,204,[np.int64(201)],0.968565018262423,[np.float64(2.3799073352053477)],[np.float64(3.2010623260567876)],[np.float64(142.23972413865917)]
50,208,207,[np.int64(234)],0.9685650182627162,[np.float64(1.801335673139841)],[np.float64(2.5385793491507767)],[np.float64(130.39769798308245)]
50,209,207,[np.int64(198)],0.9685650182627233,[np.float64(1.8265633044845817)],[np.float64(2.7619417529827994)],[np.float64(161.41983285339703)]
50,211,210,[np.int64(30)],0.9685650182627448,[np.float64(2.0401712482834515)],[np.float64(2.954242122798283)],[np.float64(156.60338240030984)]
50,212,210,[np.int64(207)],0.9685650182627383,[np.float64(1.7225834632225927)],[np.float64(2.6868879597148534)],[np.float64(173.28168755015676)]
50,214,213,"[np.int64(288), np.int64(315)]",0.9685650182624891,"[np.float64(2.0776774550356394), np.float64(2.2194232549947794)]","[np.float64(2.8223730433008254), np.float64(3.087540494579447)]","[np.float64(132.3429977360155), np.float64(148.5812765519955)]"
50,215,213,,0.968565018262394,,,
50,217,216,,0.9685650182624026,,,
50,218,216,,0.9685650182624922,,,
50,220,219,[np.int64(75)],0.9685650182625724,[np.float64(1.976383179782102)],[np.float64(2.936110871857935)],[np.float64(170.5484418221272)]
50,221,219,[np.int64(222)],0.9685650182625722,[np.float64(2.158096651891036)],[np.float64(3.0633717877260493)],[np.float64(154.99724697207026)]
50,223,222,[np.int64(492)],0.9685650182626792,[np.float64(2.1059435736300873)],[np.float64(2.9120055838283756)],[np.float64(139.5994518812284)]
50,224,222,,0.968565018262582,,,
50,226,225,[np.int64(495)],0.9685650182625747,[np.float64(2.06331342524117)],[np.float64(2.949851421050106)],[np.float64(151.31110035250288)]
50,227,225,[np.int64(312)],0.9685650182625722,[np.float64(1.9766963221459664)],[np.float64(2.9438687721612014)],[np.float64(176.2494096877587)]
50,229,228,,0.9685650182625967,,,
50,230,228,[np.int64(231)],0.9685650182625971,[np.float64(1.8824528721003093)],[np.float64(2.7137292289780985)],[np.float64(142.2316666495948)]
50,232,231,[np.int64(306)],0.9685650182626006,[np.float64(2.11883938126865)],[np.float64(3.0591191551172257)],[np.float64(163.26410315557843)]
50,233,231,[np.int64(222)],0.9685650182625188,[np.float64(2.100779844724761)],[np.float64(2.993495124997816)],[np.float64(152.49825448764975)]
50,235,234,[np.int64(54)],0.9685650182624024,[np.float64(2.3206954751565267)],[np.float64(3.2102195523678043)],[np.float64(152.34078947351108)]
50,236,234,[np.int64(237)],0.9685650182624002,[np.float64(2.0368290648302394)],[np.float64(2.931577684880214)],[np.float64(152.73885117027396)]
50,238,237,[np.int64(240)],0.9685650182627429,[np.float64(2.1413547418035614)],[np.float64(2.843421491503082)],[np.float64(128.13531838900715)]
50,239,237,[np.int64(210)],0.9685650182627569,[np.float64(2.386564852876684)],[np.float64(3.2366745477203795)],[np.float64(146.21201191245262)]
50,241,240,[np.int64(231)],0.9685650182625835,[np.float64(2.2120592323676425)],[np.float64(3.1303571981836287)],[np.float64(157.8146392547412)]
50,242,240,"[np.int64(315), np.int64(213)]",0.9685650182625836,"[np.float64(2.236352001250477), np.float64(2.344206325914186)]","[np.float64(3.0970605299782084), np.float64(3.0208128691053613)]","[np.float64(147.46888627067648), np.float64(126.35540662902055)]"
50,244,243,[np.int64(168)],0.9685650182627266,[np.float64(2.3769103331033197)],[np.float64(3.168967747345863)],[np.float64(138.61385008908243)]
50,245,243,[np.int64(99)],0.968565018262732,[np.float64(1.8155178950775435)],[np.float64(2.654828489277646)],[np.float64(143.14029906581405)]
50,247,246,[np.int64(249)],0.9685650182624383,[np.float64(2.3630100779988994)],[np.float64(3.098202252992968)],[np.float64(132.2363331312687)]
50,248,246,,0.9685650182624316,,,
50,250,249,[np.int64(162)],0.9685650182625858,[np.float64(2.0657980769309345)],[np.float64(3.027895670491931)],[np.float64(171.9730148589767)]
50,251,249,[np.int64(105)],0.9685650182625917,[np.float64(1.8407091600719716)],[np.float64(2.685123250681696)],[np.float64(143.9686345395905)]
50,253,252,[np.int64(255)],0.9685650182627206,[np.float64(2.1318193222166912)],[np.float64(2.8111947130617136)],[np.float64(125.8752371832811)]
50,254,252,[np.int64(261)],0.9685650182627282,[np.float64(1.7555978709464064)],[np.float64(2.6010173141182804)],[np.float64(143.82057563883325)]
50,256,255,[np.int64(258)],0.9685650182625934,[np.float64(2.237027507218058)],[np.float64(3.1976298237650225)],[np.float64(171.20210361556047)]
50,257,255,[np.int64(264)],0.9685650182625847,[np.float64(2.1231411782059517)],[np.float64(2.9850358384817857)],[np.float64(147.39362985647674)]
50,259,258,[np.int64(285)],0.9685650182626521,[np.float64(2.0062655710547195)],[np.float64(2.943733682878662)],[np.float64(162.29647276828825)]
50,260,258,[np.int64(171)],0.968565018262659,[np.float64(2.058668939761234)],[np.float64(2.837481878079275)],[np.float64(136.13264036004483)]
50,262,261,[np.int64(264)],0.9685650182626084,[np.float64(1.9956924651255923)],[np.float64(2.780979643715046)],[np.float64(136.68774732823363)]
50,263,261,[np.int64(288)],0.968565018262519,[np.float64(2.00135279600382)],[np.float64(2.8843533048838723)],[np.float64(150.55099083258972)]
50,265,264,,0.9685650182625871,,,
50,266,264,[np.int64(291)],0.9685650182625899,[np.float64(2.0091757831543555)],[np.float64(2.7192413410786886)],[np.float64(128.43455668123914)]
50,268,267,[np.int64(180)],0.9685650182627213,[np.float64(1.803583403367968)],[np.float64(2.7091898927358637)],[np.float64(154.319584117989)]
50,269,267,[np.int64(258)],0.9685650182627247,[np.float64(1.9939994353906876)],[np.float64(2.698180598096159)],[np.float64(127.773528206358)]
50,271,270,[np.int64(195)],0.9685650182626674,[np.float64(1.8155747704526672)],[np.float64(2.708905399023593)],[np.float64(151.94480381338562)]
50,272,270,[np.int64(243)],0.9685650182626635,[np.float64(1.9312138115079622)],[np.float64(2.792537630970708)],[np.float64(146.80603837704248)]
50,274,273,,0.9685650182627393,,,
50,275,273,[np.int64(276)],0.968565018262738,[np.float64(1.9327048240332934)],[np.float64(2.870183571088747)],[np.float64(162.19048201955627)]
50,277,276,[np.int64(249)],0.9685650182625096,[np.float64(1.8885443418592551)],[np.float64(2.782381665826766)],[np.float64(152.22747205407805)]
50,278,276,[np.int64(285)],0.9685650182625096,[np.float64(2.078571000128575)],[np.float64(3.0109240159085258)],[np.float64(160.99969043653888)]
50,280,279,[np.int64(204)],0.9685650182626432,[np.float64(1.9826890131796644)],[np.float64(2.7963923196291898)],[np.float64(140.19695280737676)]
50,281,279,[np.int64(270)],0.9685650182626488,[np.float64(2.0891366042835013)],[np.float64(2.8957442165398644)],[np.float64(139.61819891307476)]
50,283,282,,0.9685650182625732,,,
50,284,282,[np.int64(279)],0.9685650182625708,[np.float64(2.295567620429429)],[np.float64(3.0294394631927295)],[np.float64(131.90048617487065)]
50,286,285,[np.int64(198)],0.968565018262443,[np.float64(2.1556184220920143)],[np.float64(2.7817586538153676)],[np.float64(121.04356581321231)]
50,287,285,,0.96856501826243,,,
50,289,288,[np.int64(108)],0.9685650182625782,[np.float64(2.376836021613147)],[np.float64(3.1587019222091577)],[np.float64(137.41401431809135)]
50,290,288,[np.int64(318)],0.968565018262584,[np.float64(2.3740310293399443)],[np.float64(3.036245695890908)],[np.float64(125.10469542585774)]
50,292,291,[np.int64(288)],0.9685650182627442,[np.float64(2.1537122416758807)],[np.float64(2.9128217107263072)],[np.float64(134.1875206615059)]
50,293,291,[np.int64(282)],0.9685650182627373,[np.float64(1.8097315899700959)],[np.float64(2.743970131383289)],[np.float64(161.0721583001677)]
50,295,294,,0.9685650182624216,,,
50,296,294,,0.9685650182624251,,,
50,298,297,[np.int64(300)],0.9685650182624155,[np.float64(2.2115054582366236)],[np.float64(2.9253762627568842)],[np.float64(129.5695283603389)]
50,299,297,[np.int64(567)],0.9685650182625074,[np.float64(1.9286673037543431)],[np.float64(2.69867390339133)],[np.float64(134.63588395529678)]
50,301,300,[np.int64(156)],0.9685650182625828,[np.float64(1.9858171898516466)],[np.float64(2.873638940690314)],[np.float64(151.36268212480545)]
50,302,300,[np.int64(273)],0.9685650182625856,[np.float64(2.018007565734028)],[np.float64(2.9564171872577782)],[np.float64(162.58372960414437)]
50,304,303,,0.9685650182626165,,,
50,305,303,,0.9685650182625194,,,
50,307,306,,0.9685650182624413,,,
50,308,306,,0.9685650182624456,,,
50,310,309,[np.int64(579)],0.968565018262579,[np.float64(1.9775974505720637)],[np.float64(2.8916986998649667)],[np.float64(156.49173476008002)]
50,311,309,[np.int64(306)],0.9685650182625822,[np.float64(2.300366399144174)],[np.float64(3.1815790637793318)],[np.float64(150.87403353382288)]
50,313,312,,0.9685650182625993,,,
50,314,312,[np.int64(309)],0.9685650182625073,[np.float64(2.3713546649316135)],[np.float64(3.189121834004732)],[np.float64(141.78239847982246)]
50,316,315,[np.int64(318)],0.9685650182624036,[np.float64(2.186366989213037)],[np.float64(3.0831187657743553)],[np.float64(153.40941282386902)]
50,317,315,[np.int64(306)],0.9685650182623983,[np.float64(1.93329939991854)],[np.float64(2.639820562649633)],[np.float64(127.75197523526982)]
50,319,318,,0.9685650182627334,,,
50,320,318,[np.int64(309)],0.9685650182627391,[np.float64(1.8040987434578688)],[np.float64(2.696907564463496)],[np.float64(151.81609078189425)]
50,322,321,[np.int64(234)],0.9685650182627386,[np.float64(2.1424021022765043)],[np.float64(2.848997267288348)],[np.float64(128.59312145518635)]
50,323,321,[np.int64(294)],0.9685650182627487,[np.float64(2.2127909729217325)],[np.float64(3.1776184709717987)],[np.float64(173.96365250117427)]
50,325,324,"[np.int64(504), np.int64(351)]",0.9685650182625759,"[np.float64(1.9668884905110837), np.float64(1.9736102711092731)]","[np.float64(2.6641609884648854), np.float64(2.691485510509795)]","[np.float64(126.96232286070034), np.float64(129.09375912962437)]"
50,326,324,[np.int64(327)],0.9685650182625876,[np.float64(1.8500594400842278)],[np.float64(2.707409811872686)],[np.float64(145.94629285031263)]
50,328,327,[np.int64(507)],0.9685650182624298,[np.float64(2.0542739033391872)],[np.float64(2.9328592549846717)],[np.float64(149.9207955659729)]
50,329,327,,0.9685650182624274,,,
50,331,330,,0.9685650182625672,,,
50,332,330,,0.9685650182625802,,,
50,334,333,,0.9685650182625763,,,
50,335,333,[np.int64(324)],0.9685650182625904,[np.float64(2.3671235567535267)],[np.float64(3.0246995471541007)],[np.float64(124.6548128048041)]
50,337,336,[np.int64(345)],0.9685650182625891,[np.float64(2.3588721864622655)],[np.float64(3.0001685425360667)],[np.float64(123.14841612761084)]
50,338,336,,0.968565018262589,,,
50,340,339,[np.int64(366)],0.9685650182625869,[np.float64(1.9167751840737377)],[np.float64(2.8030391650208593)],[np.float64(150.91680855677467)]
50,341,339,[np.int64(414)],0.9685650182625912,[np.float64(2.114879512854743)],[np.float64(3.0744005738785942)],[np.float64(170.54193559791818)]
50,343,342,[np.int64(345)],0.9685650182625914,[np.float64(2.0627200357462048)],[np.float64(2.997311109873886)],[np.float64(161.57565920468147)]
50,344,342,[np.int64(369)],0.9685650182625024,[np.float64(2.0924474227174996)],[np.float64(2.914661872700158)],[np.float64(141.65057652175412)]
50,346,345,[np.int64(489)],0.968565018262593,[np.float64(1.9626037926711144)],[np.float64(2.7644883779666)],[np.float64(138.61544910470909)]
50,347,345,[np.int64(372)],0.9685650182625952,[np.float64(1.918046538935902)],[np.float64(2.7035317393633336)],[np.float64(136.43128260005295)]
50,349,348,,0.9685650182625735,,,
50,350,348,,0.968565018262573,,,
50,352,351,[np.int64(354)],0.9685650182626004,[np.float64(2.1201558774535303)],[np.float64(2.9343289354906577)],[np.float64(140.67647745023854)]
50,353,351,[np.int64(438)],0.9685650182626007,[np.float64(2.060140151237046)],[np.float64(2.779640100823014)],[np.float64(129.60554723225772)]
50,355,354,[np.int64(534)],0.9685650182627639,[np.float64(2.3297009713137276)],[np.float64(3.1565394605574233)],[np.float64(142.8720822152408)]
50,356,354,[np.int64(327)],0.9685650182627559,[np.float64(1.873355739135675)],[np.float64(2.6325463140634118)],[np.float64(133.168475791354)]
50,358,357,[np.int64(330)],0.9685650182624294,[np.float64(1.9449844717554283)],[np.float64(2.8584222093077205)],[np.float64(156.28350682001638)]
50,359,357,[np.int64(432)],0.968565018262433,[np.float64(2.132131342856766)],[np.float64(2.856324174567482)],[np.float64(130.35648756921742)]
50,361,360,,0.9685650182625835,,,
50,362,360,,0.9685650182625853,,,
50,364,363,[np.int64(354)],0.9685650182627431,[np.float64(2.0958198195480238)],[np.float64(2.8710998382062916)],[np.float64(135.84186892423497)]
50,365,363,[np.int64(366)],0.9685650182627409,[np.float64(1.986296662400829)],[np.float64(2.942105583095148)],[np.float64(168.65199434533878)]
50,367,366,[np.int64(357)],0.9685650182625987,[np.float64(2.0407705107208645)],[np.float64(2.9284599824301187)],[np.float64(151.4648560932957)]
50,368,366,[np.int64(393)],0.9685650182626022,[np.float64(1.9852837345216885)],[np.float64(2.8675622572619166)],[np.float64(150.38736680539841)]
50,370,369,,0.9685650182627272,,,
50,371,369,[np.int64(456)],0.9685650182627304,[np.float64(2.009157332332278)],[np.float64(2.7192466476216035)],[np.float64(128.43691004040755)]
50,373,372,[np.int64(399)],0.9685650182625755,[np.float64(2.2689869061106647)],[np.float64(3.0183119513881684)],[np.float64(133.46850123250525)]
50,374,372,[np.int64(363)],0.9685650182625791,[np.float64(1.8860761816377076)],[np.float64(2.7748489500199427)],[np.float64(151.28909478387845)]
50,376,375,,0.9685650182624199,,,
50,377,375,,0.9685650182624174,,,
50,379,378,[np.int64(381)],0.9685650182624168,[np.float64(1.830488627594455)],[np.float64(2.7625833309231496)],[np.float64(160.52676547018712)]
50,380,378,[np.int64(558)],0.9685650182625052,[np.float64(2.1379011646349575)],[np.float64(2.9012385654172217)],[np.float64(134.61076926537137)]
50,382,381,,0.9685650182625815,,,
50,383,381,,0.9685650182625862,,,
50,385,384,,0.9685650182625812,,,
50,386,384,,0.9685650182624889,,,
50,388,387,[np.int64(378)],0.9685650182624475,[np.float64(2.1107924220327337)],[np.float64(2.8636000156372465)],[np.float64(133.34649074039942)]
50,389,387,[np.int64(360)],0.9685650182624448,[np.float64(2.360777288615099)],[np.float64(3.2057741379276354)],[np.float64(145.428438645585)]
50,391,390,,0.9685650182626004,,,
50,392,390,[np.int64(363)],0.9685650182625999,[np.float64(2.3280757648116834)],[np.float64(3.2889724199010013)],[np.float64(171.4174717829693)]
50,394,393,[np.int64(384)],0.9685650182626022,[np.float64(1.9789699149321915)],[np.float64(2.9373546111421147)],[np.float64(169.85724851167012)]
50,395,393,,0.9685650182625171,,,
50,397,396,[np.int64(399)],0.9685650182624145,[np.float64(1.9798121090691538)],[np.float64(2.7696596494698627)],[np.float64(137.1840331374269)]
50,398,396,,0.9685650182624028,,,
50,400,399,[np.int64(21)],0.9685650182627292,[np.float64(2.0410657154281164)],[np.float64(2.891818204628371)],[np.float64(145.50273656198598)]
50,401,399,[np.int64(390)],0.9685650182627378,[np.float64(2.0063912334911165)],[np.float64(2.891128009489734)],[np.float64(150.86541734707563)]
50,403,402,,0.9685650182625859,,,
50,404,402,,0.9685650182625954,,,
50,406,405,,0.9685650182626433,,,
50,407,405,[np.int64(330)],0.9685650182626528,[np.float64(1.9765254668340582)],[np.float64(2.8152858128051164)],[np.float64(143.58225838571155)]
50,409,408,[np.int64(411)],0.9685650182624213,[np.float64(2.17040565901989)],[np.float64(3.046015872628226)],[np.float64(149.68406178908896)]
50,410,408,[np.int64(138)],0.9685650182624114,[np.float64(2.356651485817317)],[np.float64(3.3062088150290636)],[np.float64(166.50468471541134)]
50,412,411,,0.968565018262583,,,
50,413,411,[np.int64(141)],0.9685650182625877,[np.float64(2.1045350996812777)],[np.float64(2.7529015200164926)],[np.float64(122.8479530254701)]
50,415,414,[np.int64(441)],0.9685650182625913,[np.float64(2.131967622775228)],[np.float64(3.0210050636793486)],[np.float64(151.8992052723197)]
50,416,414,[np.int64(417)],0.9685650182625998,[np.float64(1.7406667408838363)],[np.float64(2.6053260993152536)],[np.float64(146.74422727008658)]
50,418,417,[np.int64(420)],0.9685650182627343,[np.float64(1.961116728998972)],[np.float64(2.7228693187453237)],[np.float64(133.81068349926235)]
50,419,417,[np.int64(426)],0.9685650182627306,[np.float64(2.010711060581456)],[np.float64(2.7731424857879032)],[np.float64(134.072468275318)]
50,421,420,[np.int64(447)],0.9685650182627197,[np.float64(1.8242095618431482)],[np.float64(2.769682418423486)],[np.float64(164.5043109562583)]
50,422,420,[np.int64(411)],0.9685650182627249,[np.float64(1.9645498799642356)],[np.float64(2.817514748421371)],[np.float64(145.6205896120092)]
50,424,423,,0.9685650182627448,,,
50,425,423,[np.int64(567)],0.9685650182626528,[np.float64(1.8290228833838094)],[np.float64(2.7944411671913643)],[np.float64(174.28727472973125)]
50,427,426,[np.int64(156)],0.9685650182626756,[np.float64(2.2819978395357037)],[np.float64(3.047978574235925)],[np.float64(135.3448520054824)]
50,428,426,,0.9685650182626767,,,
50,430,429,[np.int64(159)],0.9685650182626417,[np.float64(2.021561214370298)],[np.float64(2.947596225452336)],[np.float64(159.31124239864945)]
50,431,429,,0.9685650182626496,,,
50,433,432,,0.9685650182626677,,,
50,434,432,[np.int64(441)],0.9685650182626651,[np.float64(2.0660279243941377)],[np.float64(2.8088469147601085)],[np.float64(132.09756178848278)]
50,436,435,[np.int64(444)],0.9685650182626087,[np.float64(1.934319645227669)],[np.float64(2.837132650175049)],[np.float64(154.0629941195485)]
50,437,435,[np.int64(408)],0.9685650182625954,[np.float64(1.9378953837142023)],[np.float64(2.6003721943887688)],[np.float64(123.43471943037912)]
50,439,438,,0.9685650182624194,,,
50,440,438,[np.int64(465)],0.9685650182624188,[np.float64(1.7656352428328217)],[np.float64(2.5286181949282596)],[np.float64(133.13090131344336)]
50,442,441,,0.9685650182627048,,,
50,443,441,,0.9685650182627149,,,
50,445,444,[np.int64(453)],0.9685650182626535,[np.float64(1.729558420437141)],[np.float64(2.693299526089657)],[np.float64(172.85629713775336)]
50,446,444,[np.int64(441)],0.9685650182626494,[np.float64(2.204683363621857)],[np.float64(2.9633004105740177)],[np.float64(134.29324221569985)]
50,448,447,[np.int64(474)],0.9685650182625767,[np.float64(2.322143845434713)],[np.float64(3.0926762477132956)],[np.float64(135.9701902120673)]
50,449,447,,0.9685650182625812,,,
50,451,450,,0.9685650182625631,,,
50,452,450,,0.9685650182625647,,,
50,454,453,[np.int64(597)],0.9685650182627343,[np.float64(2.007910280268584)],[np.float64(2.7896200106281626)],[np.float64(136.30249397198844)]
50,455,453,[np.int64(450)],0.9685650182627318,[np.float64(2.059215000287314)],[np.float64(2.8346270442894896)],[np.float64(135.73602271307197)]
50,457,456,,0.968565018262425,,,
50,458,456,[np.int64(600)],0.9685650182624226,[np.float64(2.32029524290931)],[np.float64(3.113329957417059)],[np.float64(138.5884508680424)]
50,460,459,[np.int64(462)],0.9685650182624107,[np.float64(1.832423609043848)],[np.float64(2.7508493086293226)],[np.float64(157.15807213566202)]
50,461,459,[np.int64(81)],0.9685650182624994,[np.float64(2.035597067435244)],[np.float64(2.820334700404912)],[np.float64(136.75827074144067)]
50,463,462,,0.968565018262568,,,
50,464,462,[np.int64(471)],0.9685650182625649,[np.float64(1.9067658505891636)],[np.float64(2.842247590193063)],[np.float64(161.58418506183702)]
50,466,465,[np.int64(645)],0.9685650182626793,[np.float64(1.976190791041096)],[np.float64(2.923287581674845)],[np.float64(165.260362813847)]
50,467,465,,0.9685650182625798,,,
50,469,468,[np.int64(459)],0.9685650182624416,[np.float64(1.7310608364520361)],[np.float64(2.692022122877641)],[np.float64(171.03150233792556)]
50,470,468,[np.int64(393)],0.9685650182624413,[np.float64(2.0032435474908357)],[np.float64(2.822554486678181)],[np.float64(140.99911815504603)]
50,472,471,[np.int64(468)],0.9685650182625939,[np.float64(2.309613830204275)],[np.float64(3.2055582539078378)],[np.float64(153.4774260598668)]
50,473,471,[np.int64(480)],0.9685650182625937,[np.float64(2.147700908370576)],[np.float64(2.8769877439338254)],[np.float64(130.94288897021366)]
50,475,474,[np.int64(96)],0.9685650182627542,[np.float64(2.278203528795395)],[np.float64(3.0526107809428003)],[np.float64(136.29100811585397)]
50,476,474,[np.int64(471)],0.9685650182626601,[np.float64(1.8140463480053124)],[np.float64(2.65239427174208)],[np.float64(142.99655849704806)]
50,478,477,,0.9685650182624921,,,
50,479,477,,0.9685650182624918,,,
50,481,480,,0.9685650182625961,,,
50,482,480,[np.int64(102)],0.9685650182626068,[np.float64(2.1896244045206794)],[np.float64(3.02971748487263)],[np.float64(144.34844857036757)]
50,484,483,,0.9685650182625913,,,
50,485,483,[np.int64(627)],0.968565018262592,[np.float64(2.0962113919713414)],[np.float64(3.0507886146811627)],[np.float64(168.21854253721014)]
50,487,486,[np.int64(342)],0.9685650182625712,[np.float64(2.178507730146842)],[np.float64(3.110271278920478)],[np.float64(160.98478568077658)]
50,488,486,[np.int64(513)],0.9685650182625788,[np.float64(2.335720489490494)],[np.float64(2.9842687009775513)],[np.float64(123.72596087837482)]
50,490,489,[np.int64(486)],0.9685650182625805,[np.float64(2.0769386448556997)],[np.float64(2.832905821025024)],[np.float64(133.5806641587577)]
50,491,489,[np.int64(219)],0.968565018262584,[np.float64(1.8152427584621875)],[np.float64(2.736794249259072)],[np.float64(157.8484712937578)]
50,493,492,,0.9685650182625628,,,
50,494,492,,0.9685650182625616,,,
50,496,495,[np.int64(504)],0.9685650182626535,[np.float64(1.9596948978814293)],[np.float64(2.869325027543006)],[np.float64(155.50449693093773)]
50,497,495,,0.9685650182626617,,,
50,499,498,[np.int64(228)],0.9685650182625973,[np.float64(2.2116195813115254)],[np.float64(2.8482581583772593)],[np.float64(122.20394240736971)]
50,500,498,[np.int64(495)],0.9685650182625961,[np.float64(1.9866641106822693)],[np.float64(2.897185616295257)],[np.float64(155.74574473172447)]
50,502,501,[np.int64(528)],0.9685650182626508,[np.float64(2.0371288326387953)],[np.float64(2.996861346511638)],[np.float64(170.59743285115354)]
50,503,501,,0.9685650182626541,,,
50,505,504,[np.int64(507)],0.968565018262759,[np.float64(1.9877819841570143)],[np.float64(2.715542317132921)],[np.float64(130.1879292054955)]
50,506,504,[np.int64(531)],0.9685650182626739,[np.float64(1.816307958690024)],[np.float64(2.6332114209024216)],[np.float64(140.0364925397436)]
50,508,507,"[np.int64(534), np.int64(510)]",0.9685650182627611,"[np.float64(2.1967562409001706), np.float64(2.209518264109233)]","[np.float64(2.8894601921282947), np.float64(2.884135245396165)]","[np.float64(127.4083961515439), np.float64(125.70854090585135)]"
50,509,507,,0.9685650182627594,,,
50,511,510,,0.9685650182625717,,,
50,512,510,[np.int64(240)],0.968565018262569,[np.float64(2.2317082873313967)],[np.float64(2.9486656066007964)],[np.float64(129.950671485159)]
50,514,513,,0.9685650182627291,,,
50,515,513,[np.int64(369)],0.9685650182627287,[np.float64(2.0839563435406463)],[np.float64(2.7670600335148943)],[np.float64(126.04917207684296)]
50,517,516,,0.9685650182626107,,,
